"uid","pid","tstamp","crdate","cruser_id","deleted","hidden","starttime","endtime","sys_language_uid","l10n_parent","l10n_state","l10n_diffsource","t3ver_oid","t3ver_id","t3ver_label","t3ver_wsid","t3ver_state","t3ver_stage","t3ver_count","t3ver_tstamp","t3ver_move_id","gnd_id","first_composer","intertextual_entity","title","date_of_production","geographic_area_code","zzz_deleted_instrumentation","geographical_area_code","super_work","opus_no","index_no","medium_of_performance","unmodified_gnd_data","zzz_deleted_added_by_project","instruments","gnd_status","form","title_no","title_instrument","alt_titles","tonality","language","final","confirmed_by_slub","zzz_deleted_alt_instrument_ids","genre_ids","main_instrumentation","alt_instrumentation","genres","instrument_ids","alt_instrument_names"
"85","0","1643120083","1602495937","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217795634","146","0","Variations sur la Polonaise ""Die Welt ist nichts als ein Orchester""",NULL,,,,"0","29",,,"1","0","1","n","1",,,"Variationen",,,"0","1",,"4187414-6","0","0","1",,
"86","0","1643120083","1602495937","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217799702","88","0","Sonaten",NULL,,,,"1680","20, Nr. 1",,,"1","0","1",,"1",,"Klavier",,"G-Dur",,"0","1",,"4131190-5","0","0","1",,
"87","0","1643120084","1602495937","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","121779980X","88","0","Sonaten",NULL,,,,"1680","20, Nr. 2",,,"1","0","1","n","1",,"Klavier",,"B-Dur",,"0","1",,"4131190-5","0","0","1",,
"88","0","1643120084","1602495937","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217800573","86","0","Thèmes variés",NULL,,,,"1685","4, Nr. 1",,,"1","0","1",,"2",,,"Wenn i in der Fruh",,,"0","1",,"4185064-6$4187414-6","0","0","1",,
"89","0","1643120084","1602495937","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217800662","86","0","Thèmes variés",NULL,,,,"1685","4, Nr. 2",,,"1","0","1","n","2",,,"An dem schönen Frühlingsmorgen",,,"0","1",,"4185064-6$4187414-6","0","0","1",,
"90","0","1643120084","1602495937","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","121780076X","86","0","Thèmes variés",NULL,,,,"1685","4, Nr. 3",,,"1","0","1",,"2",,,"Seit ich so viele Weiber sah",,,"0","1",,"4185064-6$4187414-6","0","0","1",,
"91","0","1643120084","1602495937","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","300017332","509","0","Trios","1798-01-01",,,,"1181","9, Nr. 1",,,"1","0","3","q","1",,"Violoncello","Trios, Vl Va Vc, op. 9,1","G-Dur",,"0","1",,"4186188-7","0","0","1",,
"92","0","1643120084","1602495937","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","300017340","509","0","Trios","1798-01-01",,,,"1181","9, Nr. 2",,,"1","0","3",,"1",,"Violoncello","Trios, Vl Va Vc, op. 9,2","D-Dur",,"0","1",,"4186188-7","0","0","1",,
"93","0","1643120084","1602495937","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","300017359","509","0","Trios","1798-01-01",,,,"1181","9, Nr. 3",,,"1","0","3","q","1",,"Violoncello","Trios, Vl Va Vc, op. 9,3","c-Moll",,"0","1",,"4186188-7","0","0","1",,
"94","0","1643120084","1602495937","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","121780868X","1024","0","Rondeaux variés",NULL,,,,"1668",,,,"1","0","1","n","1","Nr. 8",,,,,"0","1",,"4178454-6","0","0","1",,
"95","0","1643120085","1602495937","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1156426804","1001","0","L'amor marinaro","1797-01-01",,,,"1656",,,,"1","0","1",,"1",,,"L'amor marinaro $ L' amor marinaro <Ouvertüre>",,,"0","1",,"4172996-1","0","0","1",,
"96","0","1643120085","1602495937","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217816526","188","0","Französische Märsche und Wiener Walzer",NULL,,,,"0",,,,"1","0","1",,"2",,,,,,"0","1",,"4168976-8$4189042-5","0","0","2",,
"97","0","1643120085","1602495937","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217817050","42","0","Komische Gesänge",NULL,,,,"1651",,,,"1","0","2","n","1","Nr. 2",,"Kauft, wer da kaufen will",,,"0","1",,"4020470-4","0","0","1",,
"98","0","1643120085","1602495937","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","300965419","1003","0","Démophon","1789-01-01",,,,"1645",,,,"1","0","1","q","1",,,,,,"0","1",,"4172996-1","0","0","1",,
"99","0","1643120085","1602495937","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217818634","42","0","Schön Suschen",NULL,,,,"0","13",,,"1","0","2",,"1",,,"Hört Schwestern, was mit mir",,,"0","1",,"4050494-3","0","0","1",,
"100","0","1643120085","1602495937","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217819436","95","0","Rondos","1809-01-01",,,,"0",,,,"1","0","2","n","1",,"Klavier","Rondeaux",,,"0","1",,"4178454-6","0","0","1",,
