"uid","pid","tstamp","crdate","cruser_id","deleted","hidden","starttime","endtime","sys_language_uid","l10n_parent","l10n_state","l10n_diffsource","t3ver_oid","t3ver_id","t3ver_label","t3ver_wsid","t3ver_state","t3ver_stage","t3ver_count","t3ver_tstamp","t3ver_move_id","gnd_id","name","date_of_birth","date_of_death","place_of_birth","place_of_death","place_of_activity","geographic_area_code","gender","unmodified_gnd_data","gnd_status","final"
"140","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116435992",,NULL,NULL,,,,,,"0",,"0"
"141","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1170273157",,NULL,NULL,,,,,,"0",,"0"
"142","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","123730872",,NULL,NULL,,,,,,"0",,"0"
"143","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118687301",,NULL,NULL,,,,,,"0",,"0"
"144","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118687301",,NULL,NULL,,,,,,"0",,"0"
"145","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118687301",,NULL,NULL,,,,,,"0",,"0"
"146","0","1635249173","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1055768637","Rumler, Johann",NULL,NULL,"Böhmen",,,"XA-AT, XA-CZ","m","1",,"2"
"147","0","1614100215","1603113771","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1218106573","Freystädtler, Franz Jakob",NULL,NULL,,,,"XA-AT",,"1",,"0"
"148","0","1614100215","1603113771","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","122218264","Freystädtler, Franz Jakob","1761-09-13","1841-12-01","Salzburg","Wien",,"XA-AT","m","1",,"0"
"149","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1170273157",,NULL,NULL,,,,,,"0",,"0"
"150","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116276185",,NULL,NULL,,,,,,"0",,"0"
"151","0","1603113771","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1218106573",,NULL,NULL,,,,,,"0",,"0"
"152","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116953829",,NULL,NULL,,,,,,"0",,"0"
"153","0","1603113771","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118567837",,NULL,NULL,,,,,,"0",,"0"
"154","0","1604956360","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118767755","Wieck, Friedrich","1785-08-18","1873-10-06","Pretzsch (Elbe)","Loschwitz",,"XA-DE","m","1",,"0"
"155","0","1622465786","1603113771","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","300107242","Mozart, Wolfgang Amadeus",NULL,NULL,,,,"XA-AT",,"1",,"0"
"156","0","1604956369","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118633465","Wilms, Johann Wilhelm","1772-03-30","1847-07-19","Leichlingen-Witzhelden","Leichlingen-Witzhelden",,"XA-DE","m","1",,"0"
"157","0","1604956372","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1218474424","Righini, Vincenzo",NULL,NULL,,,,"XA-IT",,"1",,"0"
"158","0","1604956375","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1218487313","Thierfelder, C. F.",NULL,NULL,,,,"XA",,"1",,"0"
"159","0","1635248282","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118547356","Haydn, Joseph","1732-03-31","1809-05-31","Rohrau","Wien","Eisenstadt, Wien","XA-AT","m","1",,"2"
"160","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116953829",,NULL,NULL,,,,,,"0",,"0"
"161","0","1604956387","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1218491353","Männchen, C. G.",NULL,NULL,,,,"XA",,"1",,"0"
"162","0","1614100215","1603113771","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116134380","Bergt, August","1772-06-17","1837-02-10","Oederan","Bautzen","Leipzig, Bautzen","XA-DE","m","1",,"0"
"163","0","1604956396","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1013340949","Salzmann, A.",NULL,NULL,,,"Leipzig","XA-DE",,"1",,"0"
"164","0","1604956400","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118980025","Himmel, Friedrich Heinrich","1765-11-20","1814-06-08","Treuenbrietzen","Berlin","Potsdam, Berlin","XA-DE","m","1",,"0"
"165","0","1634217830","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","122218264","Freystädtler, Franz Jakob","1761-09-13","1841-12-01","Salzburg","Wien",,"XA-AT","m","1",,"0"
"166","0","1603113771","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","136154530",,NULL,NULL,,,,,,"0",,"0"
"167","0","1622465843","1603113771","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1071631586","Mozart, Wolfgang Amadeus",NULL,NULL,,,,"XA-AT",,"1",,"0"
"168","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116276185",,NULL,NULL,,,,,,"0",,"0"
"169","0","1604956422","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1218498463","Schulz, Chr.",NULL,NULL,,,,"XA","m","1",,"0"
"170","0","1603113771","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1218047550",,NULL,NULL,,,,,,"0",,"0"
"171","0","1604956436","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","104213949","Braun, Carl Anton Philipp","1788-12-26","1835-06-11","Ludwigslust","Rommehed",,"XA-DE","m","1",,"0"
"172","0","1604956441","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","134890949","Kopprasch, Georg",NULL,NULL,,,,"XA-DE","m","1",,"0"
"173","0","1635247489","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","100001718","Paër, Ferdinando","1771-06-01","1839-05-03","Parma","Paris",,"XA-DE","m","1",,"2"
"174","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1170273157",,NULL,NULL,,,,,,"0",,"0"
"175","0","1604956459","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118616374","Spontini, Gaspare","1774-11-14","1851-01-24","Maiolati","Maiolati","Paris, Berlin","XA-IT","m","1",,"0"
"176","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1033061700",,NULL,NULL,,,,,,"0",,"0"
"177","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116898666",,NULL,NULL,,,,,,"0",,"0"
"178","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","11940818X",,NULL,NULL,,,,,,"0",,"0"
"179","0","1614684802","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119055716","Winter, Peter von","1754-08-28","1825-10-17","Mannheim","München",,"XA-DE","m","1",,"0"
"180","0","1635247477","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","141439092","Voigt, Johann Georg Hermann","1769-05-14","1811-02-24","Osterwieck","Leipzig","Zeitz, Leipzig","XA-DE","m","1",,"2"
"181","0","1603113771","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","115098225X",,NULL,NULL,,,,,,"0",,"0"
"182","0","1614100215","1603113771","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116134380","Bergt, August","1772-06-17","1837-02-10","Oederan","Bautzen","Leipzig, Bautzen","XA-DE","m","1",,"0"
"183","0","1614100215","1603113771","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","104125489","Quandt, Johann Gottlob von",NULL,NULL,,,,"XA-DE","m","1",,"0"
"184","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","139402179",,NULL,NULL,,,,,,"0",,"0"
"185","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118680552",,NULL,NULL,,,,,,"0",,"0"
"186","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118680552",,NULL,NULL,,,,,,"0",,"0"
"187","0","1635247506","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1072404761","Günther, Carl Friedrich",NULL,NULL,,,,"XA-DE","m","1",,"2"
"188","0","1603113771","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217816410",,NULL,NULL,,,,,,"0",,"0"
"189","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1170273157",,NULL,NULL,,,,,,"0",,"0"
"190","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","123931002",,NULL,NULL,,,,,,"0",,"0"
"191","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217442642",,NULL,NULL,,,,,,"0",,"0"
"192","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116953829",,NULL,NULL,,,,,,"0",,"0"
"193","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217607587",,NULL,NULL,,,,,,"0",,"0"
"194","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","968728154",,NULL,NULL,,,,,,"0",,"0"
"195","0","1641982471","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","11683420X","Mašek, Vincenc",NULL,NULL,,,,"XA-CZ","m","1",,"-1"
"196","0","1603113771","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1162234628",,NULL,NULL,,,,,,"0",,"0"
"197","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1170273157",,NULL,NULL,,,,,,"0",,"0"
"198","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1170273157",,NULL,NULL,,,,,,"0",,"0"
"199","0","1614100215","1603113771","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116131810","Berger, Ludwig","1777-04-18","1839-02-16","Berlin","Berlin",,"XA-DE","m","1",,"0"
"200","0","1636473278","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116131810","Berger, Ludwig","1777-04-18","1839-02-16","Berlin","Berlin",,"XA-DE","m","1",,"2"
"201","0","1614357678","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116512466","Richter, Karl","1819-01-14","1885-05-28","Frankfurt am Main","Braunschweig",,"XA-DE","m","1",,"0"
"202","0","1635247447","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217440879","Morgenroth, ...",NULL,NULL,,,,"ZZ",,"1",,"2"
"203","0","1614100215","1603113771","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117026360","Lindner, Frederick",NULL,NULL,,,,"XA-DE","m","1",,"0"
"204","0","1635249207","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","103958274","Vitásek, Jan August","1771-02-20","1839-12-07",,,,"XA-CZ, XA-AT","m","1",,"2"
"205","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217445080",,NULL,NULL,,,,,,"0",,"0"
"206","0","1635247402","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217354611","Spring, Moritz",NULL,NULL,,,"Wien","XA-AT","m","1",,"2"
"207","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118680552",,NULL,NULL,,,,,,"0",,"0"
"208","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217447849",,NULL,NULL,,,,,,"0",,"0"
"209","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217447849",,NULL,NULL,,,,,,"0",,"0"
"210","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217447849",,NULL,NULL,,,,,,"0",,"0"
"211","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217447849",,NULL,NULL,,,,,,"0",,"0"
"212","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217447849",,NULL,NULL,,,,,,"0",,"0"
"213","0","1635247421","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1021441473","Berger, Moritz",NULL,NULL,,,,"XA-DE","m","1",,"2"
"214","0","1635247465","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119149419","Krommer, Franz Vinzenz","1759-11-27","1831-01-08","Horská Kamenice","Wien",,"XA-CZ","m","1",,"2"
"215","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1055768637",,NULL,NULL,,,,,,"0",,"0"
"216","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116953829",,NULL,NULL,,,,,,"0",,"0"
"217","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116953829",,NULL,NULL,,,,,,"0",,"0"
"218","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116543205",,NULL,NULL,,,,,,"0",,"0"
"219","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217799567",,NULL,NULL,,,,,,"0",,"0"
"220","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116953829",,NULL,NULL,,,,,,"0",,"0"
"221","0","1614100215","1603113771","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116481986","Breitung, Carl",NULL,NULL,,,,"XA-DE","m","1",,"0"
"222","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","136212050",,NULL,NULL,,,,,,"0",,"0"
"223","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217442642",,NULL,NULL,,,,,,"0",,"0"
"224","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217800344",,NULL,NULL,,,,,,"0",,"0"
"225","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217800344",,NULL,NULL,,,,,,"0",,"0"
"226","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","300017324",,NULL,NULL,,,,,,"0",,"0"
"227","0","1635247458","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1035755866","Zieger, J. G.",NULL,NULL,,,,"XA",,"1",,"2"
"228","0","1635247417","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116481986","Breitung, Carl",NULL,NULL,,,,"XA-DE","m","1",,"2"
"229","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1021441473",,NULL,NULL,,,,,,"0",,"0"
"230","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1170273157",,NULL,NULL,,,,,,"0",,"0"
"231","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116953829",,NULL,NULL,,,,,,"0",,"0"
"232","0","1603113771","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","111537902X",,NULL,NULL,,,,,,"0",,"0"
"233","0","1614100215","1603113771","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","136212050","Kummer, Friedrich August",NULL,NULL,,,,"XA-DE","m","1",,"0"
"234","0","1636978091","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116397500","Reichardt, Gustav","1797-11-13","1884-10-19","Kruckow-Schmarsow","Berlin",,"XA-DE","m","1",,"1"
"235","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116276185",,NULL,NULL,,,,,,"0",,"0"
"236","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116953829",,NULL,NULL,,,,,,"0",,"0"
"237","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1033061700",,NULL,NULL,,,,,,"0",,"0"
"238","0","1614100215","1603113771","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1170273157",,NULL,NULL,,,,,,"0",,"0"
"239","0","1603181431","1603181431","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217817468",,NULL,NULL,,,,,,"0",,"0"
"240","0","1614100215","1603182168","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1170273157",,NULL,NULL,,,,,,"0",,"0"
"241","0","1614100215","1603182435","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118687301",,NULL,NULL,,,,,,"0",,"0"
"242","0","1614100215","1603191581","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116898666",,NULL,NULL,,,,,,"0",,"0"
"243","0","1614100215","1603193533","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1217607587",,NULL,NULL,,,,,,"0",,"0"
"244","0","1611225826","1603273109","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0",,,NULL,NULL,,,,,,"0",,"0"
"245","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","131910337",,NULL,NULL,,,,,,"0",,"0"
"246","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118610961",,NULL,NULL,,,,,,"0",,"0"
"247","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1036758699",,NULL,NULL,,,,,,"0",,"0"
"248","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","131910337",,NULL,NULL,,,,,,"0",,"0"
"249","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","104018593",,NULL,NULL,,,,,,"0",,"0"
"250","0","1603363332","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1058458507",,NULL,NULL,,,,,,"0",,"0"
"251","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","131910337",,NULL,NULL,,,,,,"0",,"0"
"252","0","1637585174","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","11723589X","Taubert, Wilhelm","1811-03-23","1891-01-07","Berlin","Berlin","Berlin","XA-DE","m","1",,"1"
"253","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1058458507",,NULL,NULL,,,,,,"0",,"0"
"254","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","131910337","Baumgartner, Wilhelm","1820-11-15","1867-03-17","Rorschach","Zürich",,"XA-CH","m","1",,"0"
"255","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","11723589X",,NULL,NULL,,,,,,"0",,"0"
"256","0","1604954021","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","120666049X","Spindler, Fritz",NULL,NULL,,,,"XA-DE",,"1",,"0"
"257","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116736151","Hering, Carl","1819-09-02","1889-02-02",,,,"XA-DE","m","1",,"0"
"258","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116843217","Grimm, Julius Otto","1827-03-06","1903-12-07","Pärnu","Münster (Westf)","Pärnu, Dorpat, Leipzig, Göttingen, Münster (Westf)","XA-DE","m","1",,"0"
"259","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","120666049X","Spindler, Fritz",NULL,NULL,,,,"XA-DE",,"1",,"0"
"260","0","1635247873","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","135461820","Krause, Theodor","1833-05-01","1910-12-12","Halle (Saale)","Berlin",,"XA-DE","m","1",,"2"
"261","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116843217","Grimm, Julius Otto","1827-03-06","1903-12-07","Pärnu","Münster (Westf)","Pärnu, Dorpat, Leipzig, Göttingen, Münster (Westf)","XA-DE","m","1",,"0"
"262","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","120666049X","Spindler, Fritz",NULL,NULL,,,,"XA-DE",,"1",,"0"
"263","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","135461820","Krause, Theodor","1833-05-01","1910-12-12","Halle (Saale)","Berlin",,"XA-DE","m","1",,"0"
