"uid","pid","tstamp","crdate","cruser_id","deleted","hidden","starttime","endtime","sys_language_uid","l10n_parent","l10n_state","l10n_diffsource","t3ver_oid","t3ver_id","t3ver_label","t3ver_wsid","t3ver_state","t3ver_stage","t3ver_count","t3ver_tstamp","t3ver_move_id","gnd_id","name","date_of_birth","date_of_death","place_of_birth","place_of_death","place_of_activity","geographic_area_code","gender","unmodified_gnd_data","gnd_status","final"
"727","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119430606",,NULL,NULL,,,,,,"0",,"0"
"728","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116134062",,NULL,NULL,,,,,,"0",,"0"
"729","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1036758699",,NULL,NULL,,,,,,"0",,"0"
"730","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119430606",,NULL,NULL,,,,,,"0",,"0"
"731","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116134062",,NULL,NULL,,,,,,"0",,"0"
"732","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117256315",,NULL,NULL,,,,,,"0",,"0"
"733","0","1634286213","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","104161566","Horn, August","1825-09-01","1983-03-23","Freiberg","Leipzig",,"XA-DE","m","1",,"0"
"734","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116070951",,NULL,NULL,,,,,,"0",,"0"
"735","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117256315",,NULL,NULL,,,,,,"0",,"0"
"736","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","103902422",,NULL,NULL,,,,,,"0",,"0"
"737","0","1635247910","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119388472","Reinecke, Carl","1824-06-23","1910-03-10","Altona","Leipzig","Leipzig","XA-DE","m","1",,"2"
"738","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117256315",,NULL,NULL,,,,,,"0",,"0"
"739","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","103902422",,NULL,NULL,,,,,,"0",,"0"
"740","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116612290",,NULL,NULL,,,,,,"0",,"0"
"741","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117256315",,NULL,NULL,,,,,,"0",,"0"
"742","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116285036","Köhler, Louis",NULL,NULL,"Braunschweig","Königsberg",,"XA-DE","m","1",,"0"
"743","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1207338087",,NULL,NULL,,,,,,"0",,"0"
"744","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118514253",,NULL,NULL,,,,,,"0",,"0"
"745","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116285036",,NULL,NULL,,,,,,"0",,"0"
"746","0","1622472853","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","11659294X","Krüger, Wilhelm",NULL,"1883-06-17",,,"Stuttgart","XA-FR","m","1",,"0"
"747","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116110155",,NULL,NULL,,,,,,"0",,"0"
"748","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116902930",,NULL,NULL,,,,,,"0",,"0"
"749","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116089989",,NULL,NULL,,,,,,"0",,"0"
"750","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","135447224",,NULL,NULL,,,,,,"0",,"0"
"751","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116902930",,NULL,NULL,,,,,,"0",,"0"
"752","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116089989",,NULL,NULL,,,,,,"0",,"0"
"753","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117256315",,NULL,NULL,,,,,,"0",,"0"
"754","0","1634286213","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","11877137X","Wüllner, Franz","1832-01-28","1902-09-07","Münster (Westf)","Braunfels","Aachen, München","XA-DE","m","1",,"0"
"755","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116089989",,NULL,NULL,,,,,,"0",,"0"
"756","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117256315",,NULL,NULL,,,,,,"0",,"0"
"757","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116285036","Köhler, Louis",NULL,NULL,"Braunschweig","Königsberg",,"XA-DE","m","1",,"0"
"758","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116036087",,NULL,NULL,,,,,,"0",,"0"
"759","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116843217",,NULL,NULL,,,,,,"0",,"0"
"760","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116285036",,NULL,NULL,,,,,,"0",,"0"
"761","0","1622472920","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1089387482","Gayrhos, Eugène",NULL,NULL,"Kempten (Allgäu)","Lausanne",,"XA-CH","m","1",,"0"
"762","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116843217",,NULL,NULL,,,,,,"0",,"0"
"763","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118514253",,NULL,NULL,,,,,,"0",,"0"
"764","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1089387482",,NULL,NULL,,,,,,"0",,"0"
"765","0","1638366271","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118506811","Barth, Richard","1850-06-05","1923-12-23","Großwanzleben bei Magdeburg","Magdeburg","Hamburg, Magdeburg","XA-DE","m","1",,"0"
"766","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116285036",,NULL,NULL,,,,,,"0",,"0"
"767","0","1622472980","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116659734","Heinefetter, Wilhelm","1835-09-27","1934-02-15","Mainz","Berlin","Bad Kissingen","XA-DE","m","1",,"0"
"768","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118506811","Barth, Richard","1850-06-05","1923-12-23","Großwanzleben bei Magdeburg","Magdeburg","Hamburg, Magdeburg","XA-DE","m","1",,"0"
"769","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116285036","Köhler, Louis",NULL,NULL,"Braunschweig","Königsberg",,"XA-DE","m","1",,"0"
"770","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118514253","Brahms, Johannes","1833-05-07","1897-04-03","Hamburg","Wien","Wien","XA-DE","m","1",,"0"
"771","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","103902422","Heuchemer, Johann",NULL,NULL,,,"München","XA-DE","m","1",,"0"
"772","0","1635247843","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116302208","Koettlitz, Adolf","1820-09-27","1860-10-26","Trier","Uralsk",,"XA-DE","m","1",,"2"
"773","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118514253","Brahms, Johannes","1833-05-07","1897-04-03","Hamburg","Wien","Wien","XA-DE","m","1",,"0"
"774","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","103902422","Heuchemer, Johann",NULL,NULL,,,"München","XA-DE","m","1",,"0"
"775","0","1635247846","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1052706606","Trutschel, Anton","1832-01-01","1895-01-01",,,"Schwerin","XA-DE","m","1",,"2"
"776","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116569468","Eschmann, Johann Karl","1826-04-12","1882-10-27","Winterthur","Zürich",,"XA-CH","m","1",,"0"
"777","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","103902422","Heuchemer, Johann",NULL,NULL,,,"München","XA-DE","m","1",,"0"
"778","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1052706606","Trutschel, Anton","1832-01-01","1895-01-01",,,"Schwerin","XA-DE","m","1",,"0"
"779","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","11659294X","Krüger, Wilhelm",NULL,"1883-06-17",,,"Stuttgart","XA-DE,XA-FR","m","1",,"0"
"780","0","1604954083","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1020773723","Appel, Karl","1812-03-14","1895-12-19","Dessau","Dessau",,"XA-DE","m","1",,"0"
"781","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1052706606","Trutschel, Anton","1832-01-01","1895-01-01",,,"Schwerin","XA-DE","m","1",,"0"
"782","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116134062","Bergson, Michał","1820-05-20","1898-03-09","Warschau","London","Berlin, London","XA-PL","m","1",,"0"
"783","0","1604954083","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","120431238","Volckmar, Wilhelm","1812-12-26","1887-08-27","Bad Hersfeld","Homberg (Efze)",,"XA-DE","m","1",,"0"
"784","0","1635247864","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118725815","Lachner, Franz Paul","1803-04-02","1890-01-20","Rain","München","Wien, Mannheim","XA-DE","m","1",,"2"
"785","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116134062","Bergson, Michał","1820-05-20","1898-03-09","Warschau","London","Berlin, London","XA-PL","m","1",,"0"
"786","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","120431238","Volckmar, Wilhelm","1812-12-26","1887-08-27","Bad Hersfeld","Homberg (Efze)",,"XA-DE","m","1",,"0"
"787","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116112425","Dietrich, Albert Hermann","1829-08-28","1908-11-20","Golk","Berlin",,"XA-DE","m","1",,"0"
"788","0","1604954083","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116297506","Ambros, August Wilhelm","1816-11-11","1876-06-28","Mýto","Wien",,"XA-AT","m","1",,"0"
"789","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117326720","Schletterer, Hans Michel","1824-05-29","1893-06-04","Ansbach","Augsburg",,"XA-DE","m","1",,"0"
"790","0","1635247869","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1016242956","Steuer, Robert",NULL,NULL,"Gunzenhausen","Erlangen",,"XA-DE","m","1",,"2"
"791","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118514253","Brahms, Johannes","1833-05-07","1897-04-03","Hamburg","Wien","Wien","XA-DE","m","1",,"0"
"792","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117326720","Schletterer, Hans Michel","1824-05-29","1893-06-04","Ansbach","Augsburg",,"XA-DE","m","1",,"0"
"793","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1016242956","Steuer, Robert",NULL,NULL,"Gunzenhausen","Erlangen",,"XA-DE","m","1",,"0"
"794","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118514253","Brahms, Johannes","1833-05-07","1897-04-03","Hamburg","Wien","Wien","XA-DE","m","1",,"0"
"795","0","1604954083","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117410144","Winterberger, Alexander","1834-08-14","1914-09-23","Weimar","Leipzig",,"XA-DE","m","1",,"0"
"796","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","135461820","Krause, Theodor",NULL,NULL,,,,"XA-DE","m","1",,"0"
"797","0","1603363332","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","963805886",,NULL,NULL,,,,,,"0",,"0"
"798","0","1620639961","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1208448676","Barth, Rudolph","1835-12-09","1914-10-11",,,,"XA-DE","m","1",,"0"
"799","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","135461820","Krause, Theodor",NULL,NULL,,,,"XA-DE","m","1",,"0"
"800","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","963805886",,NULL,NULL,,,,,,"0",,"0"
"801","0","1623145784","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116110155","Behr, Franz","1837-07-22","1898-02-14","Lübtheen","Dresden",,"XA-DE","m","1",,"0"
"802","0","1636473278","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118704931","Hiller, Ferdinand von","1811-10-24","1885-05-10","Frankfurt am Main","Köln","Leipzig, Dresden, Köln","XA-DE","m","1",,"2"
"803","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","963805886",,NULL,NULL,,,,,,"0",,"0"
"804","0","1635248025","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118544489","Händel, Georg Friedrich","1685-02-23","1759-04-14","Halle (Saale)","London","Hamburg, London","XA-DE, XA-IT, XA-GB","m","1",,"2"
"805","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118704931","Hiller, Ferdinand von","1811-10-24","1885-05-10","Frankfurt am Main","Köln","Leipzig, Dresden, Köln","XA-DE","m","1",,"0"
"806","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","963805886",,NULL,NULL,,,,,,"0",,"0"
"807","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116023236","Panofka, Heinrich","1807-10-02","1887-11-18","Breslau","Florenz","Paris","XA-IT","m","1",,"0"
"808","0","1635249142","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116032553","Kalliwoda, Wilhelm","1827-07-19","1893-09-08","Donaueschingen","Karlsruhe","Leipzig, Karlsruhe","XA-DE","m","1",,"2"
"809","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","963805886",,NULL,NULL,,,,,,"0",,"0"
"810","0","1626778959","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116218290","Kleinmichel, Richard","1846-12-31","1901-08-18","Posen","Berlin-Charlottenburg",,"XA-DE","m","1",,"0"
"811","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116032553",,NULL,NULL,,,,,,"0",,"0"
"812","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","963805886",,NULL,NULL,,,,,,"0",,"0"
"813","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116218290",,NULL,NULL,,,,,,"0",,"0"
"814","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116730072","Mangold, Carl Amand","1813-10-08","1889-08-04","Darmstadt","Oberstdorf","Darmstadt","XA-DE","m","1",,"0"
"815","0","1637174756","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118514253","Brahms, Johannes","1833-05-07","1897-04-03","Hamburg","Wien","Wien","XA-DE, XA-AT","m","1",,"2"
"816","0","1635247890","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116056908","Bargiel, Woldemar","1828-10-12","1897-02-23","Berlin","Berlin",,"XA-DE","m","1",,"2"
"817","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116285036","Köhler, Louis","1820-09-05","1886-02-16","Braunschweig","Königsberg",,"XA-DE","m","1",,"0"
"818","0","1617101519","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117128511","Walter, August",NULL,NULL,"Stuttgart","Basel",,"XA-DE","m","1",,"0"
"819","0","1634286213","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1135160805","Bödecker, Louis",NULL,NULL,"Hamburg","Hamburg","Hamburg","XA-DE","m","1",,"0"
"820","0","1635247762","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116285036","Köhler, Louis","1820-09-05","1886-02-16","Braunschweig","Königsberg",,"XA-DE","m","1",,"2"
"821","0","1622473728","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116346132","Ecker, Carl",NULL,NULL,"Freiburg im Breisgau","Freiburg im Breisgau",,"XA-DE","m","1",,"0"
"822","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1135160805",,NULL,NULL,,,,,,"0",,"0"
"823","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116056908","Bargiel, Woldemar","1828-10-12","1897-02-23","Berlin","Berlin",,"XA-DE","m","1",,"0"
"824","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116346132",,NULL,NULL,,,,,,"0",,"0"
"825","0","1622473833","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117051616","Buechler, Ferdinand","1817-03-17","1891-08-06","Darmstadt","Darmstadt",,"XA-DE","m","1",,"0"
"826","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116389060","Krause, Anton","1834-11-09","1907-01-31","Geithain","Dresden",,"XA-DE","m","1",,"0"
"827","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118597779",,NULL,NULL,,,,,,"0",,"0"
"828","0","1627288694","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","135447224","Löw, Josef","1834-01-23","1886-10-05","Prag","Prag",,"XA-CZ","m","1",,"0"
"829","0","1635247893","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116389060","Krause, Anton","1834-11-09","1907-01-31","Geithain","Dresden",,"XA-DE","m","1",,"2"
"830","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118597779",,NULL,NULL,,,,,,"0",,"0"
"831","0","1627290845","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","103871977","Bolck, Oskar","1839-03-04","1888-05-02","Hohenstein","Bremen",,"XA-DE","m","1",,"0"
"832","0","1603363332","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","954870573",,NULL,NULL,,,,,,"0",,"0"
"833","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118597779",,NULL,NULL,,,,,,"0",,"0"
"834","0","1603363332","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1206106301",,NULL,NULL,,,,,,"0",,"0"
"835","0","1635247811","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116902930","Scholz, Bernhard","1835-03-30","1916-12-26","Mainz","München",,"XA-DE","m","1",,"2"
"836","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117051616",,NULL,NULL,,,,,,"0",,"0"
"837","0","1603363332","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1206295279",,NULL,NULL,,,,,,"0",,"0"
"838","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116285036",,NULL,NULL,,,,,,"0",,"0"
"839","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117051616",,NULL,NULL,,,,,,"0",,"0"
"840","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1206295279",,NULL,NULL,,,,,,"0",,"0"
"841","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116285036",,NULL,NULL,,,,,,"0",,"0"
"842","0","1603363332","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1207301132",,NULL,NULL,,,,,,"0",,"0"
"843","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1206295279",,NULL,NULL,,,,,,"0",,"0"
"844","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119388472","Reinecke, Carl","1824-06-23","1910-03-10","Altona","Leipzig","Leipzig","XA-DE","m","1",,"0"
"845","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116902930",,NULL,NULL,,,,,,"0",,"0"
"846","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1206295279",,NULL,NULL,,,,,,"0",,"0"
"847","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118773852","Heller, Stephen","1813-05-15","1888-01-14","Pest","Paris",,"XA-HU","m","1",,"0"
"848","0","1622215080","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116899344","Naumann, Ernst",NULL,NULL,"Freiberg","Jena","Jena","XA-DE","m","1",,"0"
"849","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1206295279",,NULL,NULL,,,,,,"0",,"0"
"850","0","1635247916","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116023236","Panofka, Heinrich","1807-10-02","1887-11-18","Breslau","Florenz","Paris","XA-DE, XA-AT, XA-FR, XA-IT","m","1",,"2"
"851","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118597779",,NULL,NULL,,,,,,"0",,"0"
"852","0","1603363332","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1206556307",,NULL,NULL,,,,,,"0",,"0"
"853","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118611666","Schumann, Robert","1810-06-08","1856-07-29","Zwickau","Endenich",,"XA-DE","m","1",,"0"
"854","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116902930",,NULL,NULL,,,,,,"0",,"0"
"855","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1206556307",,NULL,NULL,,,,,,"0",,"0"
"856","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116736151","Hering, Carl","1819-09-02","1889-02-02",,,,"XA-DE","m","1",,"0"
"857","0","1616412067","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","131910337","Baumgartner, Wilhelm","1820-11-15","1867-03-17","Rorschach","Zürich",,"XA-CH","m","1",,"0"
"858","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1206556307",,NULL,NULL,,,,,,"0",,"0"
"859","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116736151","Hering, Carl","1819-09-02","1889-02-02",,,,"XA-DE","m","1",,"0"
"860","0","1622222733","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116181044","Billeter, Agathon","1834-11-21","1881-02-08","Männedorf","Burgdorf",,"XA-CH","m","1",,"0"
"861","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1206556307",,NULL,NULL,,,,,,"0",,"0"
"862","0","1635247926","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116736151","Hering, Carl","1819-09-02","1889-02-02",,,,"XA-DE","m","1",,"2"
"863","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116953853",,NULL,NULL,,,,,,"0",,"0"
"864","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1206556307",,NULL,NULL,,,,,,"0",,"0"
"865","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116736151","Hering, Carl","1819-09-02","1889-02-02",,,,"XA-DE","m","1",,"0"
"866","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118610961","Schubert, Franz","1797-01-31","1828-11-19","Wien","Wien",,"XA-AT","m","1",,"0"
"867","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1206556307",,NULL,NULL,,,,,,"0",,"0"
"868","0","1614100215","1603363332","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116736151","Hering, Carl","1819-09-02","1889-02-02",,,,"XA-DE","m","1",,"0"
"869","0","1635248089","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118610961","Schubert, Franz","1797-01-31","1828-11-19","Wien","Wien",,"XA-AT","m","1",,"2"
"870","0","1614100215","1603363332","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1206556307",,NULL,NULL,,,,,,"0",,"0"
