"uid_local","uid_foreign","sorting","sorting_foreign"
"2248","5","1","0"
"2249","1","2","0"
"2249","17","1","0"
"2250","1","1","0"
"2251","1","3","0"
"2251","4610","1","0"
"2251","4614","2","0"
"2252","1","2","0"
"2252","5","1","0"
"2253","3849","1","0"
"2254","1","3","0"
"2254","10","2","0"
"2254","4614","1","0"
"2255","5","1","0"
"2255","9","2","0"
"2255","10","3","0"
"2256","1","2","0"
"2256","5","1","0"
"2257","1","1","0"
"2258","1","1","0"
"2258","768","2","0"
"2259","5","1","0"
"2259","768","2","0"
"2260","5","1","0"
"2260","768","2","0"
"2261","1","1","0"
"2262","1","2","0"
"2262","17","1","0"
"2263","5","1","0"
"2263","9","2","0"
"2263","10","3","0"
"2264","1","2","0"
"2264","6","1","0"
"2265","1","2","0"
"2265","17","1","0"
"2266","5","1","0"
"2266","768","2","0"
"2267","1","1","0"
"2269","1","2","0"
"2269","4616","1","0"
"2270","1","2","0"
"2270","5","1","0"
"2271","1","2","0"
"2271","10","1","0"
"2272","1","1","0"
"2273","768","1","0"
"2274","768","1","0"
"2275","1","2","0"
"2275","4616","1","0"
"2276","1","2","0"
"2276","17","1","0"
"2277","1","2","0"
"2277","17","1","0"
"2278","1","2","0"
"2278","17","1","0"
"2279","1","2","0"
"2279","17","1","0"
"2280","1","2","0"
"2280","17","1","0"
"2281","1","2","0"
"2281","17","1","0"
"2282","1","2","0"
"2282","17","1","0"
"2283","1","2","0"
"2283","17","1","0"
"2284","1","2","0"
"2284","17","1","0"
"2285","1","2","0"
"2285","17","1","0"
"2286","1","2","0"
"2286","4616","1","0"
"2287","1","2","0"
"2287","17","1","0"
"2288","1","1","0"
"2289","1","2","0"
"2289","5","1","0"
"2290","1","1","0"
"2291","5","1","0"
"2291","9","2","0"
"2291","10","3","0"
"2291","11","4","0"
"2292","1","2","0"
"2292","5","1","0"
"2293","1","1","0"
"2294","1","1","0"
"2295","1","1","0"
"2296","1","1","0"
"2297","1","1","0"
"2298","1","1","0"
"2300","1","1","0"
"2301","1","1","0"
"2302","5","2","0"
"2302","9","3","0"
"2302","10","1","0"
"2303","1","2","0"
"2303","10","1","0"
"2304","768","1","0"
"2305","5","1","0"
"2305","9","2","0"
"2305","10","3","0"
"2306","1","2","0"
"2306","4675","1","0"
"2307","1","1","0"
"2308","1","2","0"
"2308","5","1","0"
"2309","1","2","0"
"2309","17","1","0"
"2310","4","1","0"
"2311","10","1","0"
"2311","768","2","0"
"2312","1","1","0"
"2313","1","1","0"
"2314","1","2","0"
"2314","17","1","0"
"2315","5","2","0"
"2315","9","3","0"
"2315","10","1","0"
"2315","11","4","0"
"2316","1","1","0"
"2317","1","4","0"
"2317","5","1","0"
"2317","9","2","0"
"2317","10","3","0"
"2318","1","2","0"
"2318","17","1","0"
"2319","1","2","0"
"2319","10","1","0"
"2320","1","2","0"
"2320","10","1","0"
"2321","1","1","0"
"2322","1","1","0"
"2323","1","1","0"
"2324","3849","1","0"
"2325","1","1","0"
"2326","1","2","0"
"2326","10","1","0"
"2327","10","1","0"
"2327","768","2","0"
"2328","1","1","0"
"2329","10","1","0"
"2329","768","2","0"
"2330","1","2","0"
"2330","4616","1","0"
"2331","1","1","0"
"2332","768","1","0"
"2333","1","1","0"
"2334","1","1","0"
"2335","1","1","0"
"2336","1","1","0"
"2337","1","1","0"
"2338","1","1","0"
"2339","1","1","0"
"2340","1","2","0"
"2340","4614","1","0"
"2341","1","1","0"
"2342","1","2","0"
"2342","5","1","0"
"2343","1","2","0"
"2343","5","1","0"
"2344","1","2","0"
"2344","5","1","0"
"2345","1","2","0"
"2345","10","1","0"
"2346","5","1","0"
"2346","9","2","0"
"2346","10","3","0"
"2347","1","2","0"
"2347","4616","1","0"
"2348","1","1","0"
"2349","1","1","0"
"2350","1","1","0"
"2351","5","2","0"
"2351","9","3","0"
"2351","10","1","0"
"2352","1","2","0"
"2352","15","1","0"
"2353","1","1","0"
"2354","1","2","0"
"2354","5","1","0"
"2355","5","1","0"
"2356","1","2","0"
"2356","4616","1","0"
"2357","5","2","0"
"2357","9","3","0"
"2357","10","1","0"
"2358","5","1","0"
"2358","9","2","0"
"2358","10","3","0"
"2359","4","1","0"
"2360","1","3","0"
"2360","15","2","0"
"2360","17","1","0"
"2361","1","1","0"
"2362","1","1","0"
"2363","1","2","0"
"2363","3924","1","0"
"2364","1","1","0"
"2365","1","1","0"
"2366","1","2","0"
"2366","5","1","0"
"2367","1","2","0"
"2367","5","1","0"
"2368","1","2","0"
"2368","5","1","0"
"2369","1","2","0"
"2369","5","1","0"
"2370","1","2","0"
"2370","15","1","0"
"2371","1","2","0"
"2371","15","1","0"
"2372","1","2","0"
"2372","15","1","0"
"2373","1","3","0"
"2373","10","2","0"
"2373","17","1","0"
"2374","1","1","0"
"2375","1","1","0"
"2376","1","1","0"
"2377","1","1","0"
"2378","1","2","0"
"2378","15","1","0"
"2379","1","1","0"
"2380","1","1","0"
"2381","1","1","0"
"2382","1","1","0"
"2383","1","1","0"
"2384","1","2","0"
"2384","4616","1","0"
"2385","1","1","0"
"2386","1","2","0"
"2386","17","1","0"
"2387","1","2","0"
"2387","4610","1","0"
"2388","1","2","0"
"2388","17","1","0"
"2389","1","1","0"
"2390","1","2","0"
"2390","10","1","0"
"2391","1","1","0"
"2392","5","1","0"
"2393","1","2","0"
"2393","17","1","0"
"2394","1","4","0"
"2394","5","1","0"
"2394","9","2","0"
"2394","10","3","0"
"2395","5","1","0"
"2396","5","1","0"
"2397","5","1","0"
"2398","1","1","0"
"2400","1","2","0"
"2400","4675","1","0"
"2401","1","2","0"
"2401","15","1","0"
"2402","1","2","0"
"2402","5","1","0"
"2403","5","1","0"
"2404","15","1","0"
"2405","10","1","0"
"2405","768","2","0"
"2406","1","2","0"
"2406","4675","1","0"
"2407","1","1","0"
"2408","1","1","0"
"2409","1","2","0"
"2409","10","1","0"
"2410","1","1","0"
"2411","1","1","0"
"2412","1","1","0"
"2414","1","1","0"
"2415","5","2","0"
"2415","9","3","0"
"2415","10","1","0"
"2416","5","1","0"
"2416","9","2","0"
"2417","5","1","0"
"2417","9","2","0"
"2418","5","1","0"
"2418","9","2","0"
"2419","1","2","0"
"2419","15","1","0"
"2420","1","2","0"
"2420","17","1","0"
"2421","1","2","0"
"2421","17","1","0"
"2422","10","1","0"
"2422","768","2","0"
"2423","3584","1","0"
"2424","1","2","0"
"2424","17","1","0"
"2425","3584","1","0"
"2426","1","1","0"
"2427","1","1","0"
"2428","1","1","0"
"2429","1","1","0"
"2430","1","1","0"
"2431","1","1","0"
"2432","1","1","0"
"2433","1","1","0"
"2434","1","1","0"
"2435","1","1","0"
"2436","1","1","0"
"2437","1","1","0"
"2438","1","2","0"
"2438","17","1","0"
"2439","1","2","0"
"2439","17","1","0"
"2440","1","1","0"
"2441","1","2","0"
"2441","17","1","0"
"2442","1","2","0"
"2442","17","1","0"
"2443","1","2","0"
"2443","17","1","0"
"2444","1","1","0"
"2445","1","1","0"
"2446","1","1","0"
"2447","1","1","0"
"2448","1","1","0"
"2449","1","1","0"
"2450","1","1","0"
"2451","1","1","0"
"2452","1","1","0"
"2453","1","1","0"
"2455","1","1","0"
"2456","1","4","0"
"2456","5","1","0"
"2456","9","2","0"
"2456","10","3","0"
"2457","1","1","0"
"2458","1","1","0"
"2459","15","1","0"
"2460","15","1","0"
"2461","15","1","0"
"2462","1","1","0"
"2463","1","1","0"
"2464","1","1","0"
"2466","1","2","0"
"2466","15","1","0"
"2467","1","2","0"
"2467","15","1","0"
"2468","1","2","0"
"2468","15","1","0"
"2469","1","4","0"
"2469","5","1","0"
"2469","9","2","0"
"2469","10","3","0"
"2470","1","1","0"
"2471","1","1","0"
"2472","1","2","0"
"2472","17","1","0"
"2473","1","2","0"
"2473","17","1","0"
"2474","1","2","0"
"2474","17","1","0"
"2475","768","5","0"
"2475","3584","4","0"
"2475","4610","1","0"
"2475","4614","2","0"
"2475","4616","3","0"
"2477","5","1","0"
"2477","9","2","0"
"2478","1","2","0"
"2478","17","1","0"
"2479","5","1","0"
"2479","9","2","0"
"2480","1","2","0"
"2480","17","1","0"
"2481","5","1","0"
"2481","9","2","0"
"2483","1","1","0"
"2484","1","1","0"
"2485","1","1","0"
"2486","1","1","0"
"2487","1","1","0"
"2488","1","3","0"
"2488","5","1","0"
"2488","10","2","0"
"2489","1","1","0"
"2490","1","3","0"
"2490","5","1","0"
"2490","10","2","0"
"2491","1","1","0"
"2492","1","3","0"
"2492","5","1","0"
"2492","10","2","0"
"2494","1","1","0"
"2495","1","1","0"
"2496","1","2","0"
"2496","17","1","0"
"2497","1","2","0"
"2497","17","1","0"
"2498","1","3","0"
"2498","4610","1","0"
"2498","4614","2","0"
"2500","1","1","0"
"2501","1","1","0"
"2502","1","1","0"
"2503","1","1","0"
"2504","1","3","0"
"2504","5","1","0"
"2504","10","2","0"
"2507","5","1","0"
"2507","9","2","0"
"2507","10","3","0"
"2509","1","1","0"
"2510","1","2","0"
"2510","17","1","0"
"2511","1","2","0"
"2511","17","1","0"
"2512","1","1","0"
"2514","1","1","0"
"2515","1","1","0"
"2517","768","1","0"
"2518","1","2","0"
"2518","17","1","0"
"2519","1","1","0"
"2521","5","1","0"
"2521","9","2","0"
"2521","10","3","0"
"2522","5","1","0"
"2522","9","2","0"
"2522","10","3","0"
"2523","5","1","0"
"2523","9","2","0"
"2523","10","3","0"
"2524","5","1","0"
"2524","9","2","0"
"2524","10","3","0"
"2525","5","1","0"
"2525","9","2","0"
"2525","10","3","0"
"2526","5","1","0"
"2526","9","2","0"
"2526","10","3","0"
"2529","768","1","0"
"2530","6","1","0"
"2530","1553","2","0"
"2531","6","2","0"
"2531","7","4","0"
"2531","8","3","0"
"2531","1541","1","0"
"2532","6","2","0"
"2532","7","4","0"
"2532","8","3","0"
"2532","1541","1","0"
"2536","1","1","0"
"2537","1","2","0"
"2537","17","3","0"
"2537","3584","1","0"
"2538","5","7","0"
"2538","9","8","0"
"2538","799","4","0"
"2538","1319","5","0"
"2538","1523","6","0"
"2538","1537","9","0"
"2538","2562","3","0"
"2538","4614","1","0"
"2538","4616","2","0"
"2539","1","1","0"
"2540","1","1","0"
"2541","1","1","0"
"2542","1","1","0"
"2543","1","1","0"
"2544","1","1","0"
"2545","1","1","0"
"2546","1","1","0"
"2547","1","1","0"
"2548","4","1","0"
"2549","4","1","0"
"2550","1","1","0"
"2551","17","1","0"
"2551","3924","2","0"
"2551","4614","3","0"
"2552","1","1","0"
"2553","1","1","0"
"2554","1","1","0"
"2554","17","2","0"
"2555","1","1","0"
"2556","1","1","0"
"2556","17","2","0"
"2557","1","1","0"
"2558","1","1","0"
"2558","10","2","0"
"2559","1","3","0"
"2559","5","1","0"
"2559","10","2","0"
"2560","1","1","0"
"2560","6414","2","0"
"2561","4","1","0"
"2562","1","1","0"
"2563","1","3","0"
"2563","5","1","0"
"2563","10","2","0"
"2564","1","1","0"
"2565","4","1","0"
"2566","4","1","0"
"2567","3849","1","0"
"2568","4","1","0"
"2569","1","1","0"
"2569","4616","2","0"
"2570","1","1","0"
"2570","17","2","0"
"2571","768","1","0"
"2572","1","3","0"
"2572","3924","1","0"
"2572","4675","2","0"
"2573","1","3","0"
"2573","768","2","0"
"2573","3849","1","0"
"2575","1","1","0"
"2576","1","1","0"
"2577","1","2","0"
"2577","17","1","0"
"2578","1","2","0"
"2578","17","1","0"
"2579","1","2","0"
"2579","17","1","0"
"2580","1","2","0"
"2580","17","1","0"
"2581","1","2","0"
"2581","17","1","0"
"2582","1","2","0"
"2582","17","1","0"
"2583","1","2","0"
"2583","17","1","0"
"2584","1","2","0"
"2584","17","1","0"
"2585","1","2","0"
"2585","17","1","0"
"2586","1","1","0"
"2587","1","1","0"
"2588","4","1","0"
"2589","4","1","0"
"2590","17","1","0"
"2591","17","1","0"
"2592","1","1","0"
"2593","1","2","0"
"2593","17","1","0"
"2594","768","2","0"
"2594","3849","1","0"
"2595","768","2","0"
"2595","3849","1","0"
"2596","768","2","0"
"2596","3849","1","0"
"2597","5","1","0"
"2597","9","2","0"
"2597","10","3","0"
"2598","1","1","0"
"2599","4","1","0"
"2600","4","1","0"
"2601","1","2","0"
"2601","17","1","0"
"2602","1","2","0"
"2602","17","1","0"
"2603","1","2","0"
"2603","17","1","0"
"2604","1","2","0"
"2604","17","1","0"
"2605","1","2","0"
"2605","17","1","0"
"2606","1","2","0"
"2606","17","1","0"
"2607","10","1","0"
"2608","1","3","0"
"2608","4614","2","0"
"2608","6417","1","0"
"2609","1","2","0"
"2609","4614","1","0"
"2610","1","2","0"
"2610","4614","1","0"
"2611","1","2","0"
"2611","4614","1","0"
"2612","1","1","0"
"2613","1","1","0"
"2614","768","2","0"
"2614","3849","1","0"
"2615","768","2","0"
"2615","3849","1","0"
"2616","768","2","0"
"2616","3849","1","0"
"2617","1","1","0"
"2618","1","1","0"
"2619","1","1","0"
"2620","2562","1","0"
"2621","2562","1","0"
"2622","2562","1","0"
"2623","1","1","0"
"2624","1","1","0"
"2625","1","1","0"
"2626","4","1","0"
"2627","1","2","0"
"2627","17","1","0"
"2628","1","2","0"
"2628","17","1","0"
"2629","1","2","0"
"2629","17","1","0"
"2630","1","2","0"
"2630","17","1","0"
"2631","1","2","0"
"2631","17","1","0"
"2632","1","2","0"
"2632","17","1","0"
"2633","1","2","0"
"2633","17","1","0"
"2634","1","1","0"
"2635","1","2","0"
"2635","5","1","0"
"2636","842","3","0"
"2636","3843","2","0"
"2636","4612","1","0"
"2637","842","3","0"
"2637","3843","2","0"
"2637","4612","1","0"
"2638","1","1","0"
"2639","4","1","0"
"2640","1","3","0"
"2640","5","1","0"
"2640","10","2","0"
"2641","1","1","0"
"2642","1","2","0"
"2642","3843","1","0"
"2643","1","2","0"
"2643","3843","1","0"
"2644","1","2","0"
"2644","3843","1","0"
"2645","1","2","0"
"2645","3843","1","0"
"2646","1","2","0"
"2646","3843","1","0"
"2647","1","2","0"
"2647","3843","1","0"
"2648","1","2","0"
"2648","3843","1","0"
"2649","1","2","0"
"2649","3843","1","0"
"2650","1","2","0"
"2650","3843","1","0"
"2651","5","1","0"
"2651","9","2","0"
"2651","10","3","0"
"2652","1","2","0"
"2652","10","1","0"
"2653","10","1","0"
"2654","1","2","0"
"2654","3843","1","0"
"2655","4","1","0"
"2656","4","1","0"
"2657","4","1","0"
"2658","4","1","0"
"2659","4","1","0"
"2660","4","1","0"
"2661","3849","1","0"
"2662","4","1","0"
"2663","1","1","0"
"2664","3849","1","0"
"2665","1","1","0"
"2666","1","1","0"
"2667","1","1","0"
"2668","1","1","0"
"2669","768","1","0"
"2670","1","2","0"
"2670","17","1","0"
"2671","1","1","0"
"2672","1","2","0"
"2672","17","1","0"
"2673","1","1","0"
"2673","10","2","0"
"2674","1","2","0"
"2674","17","1","0"
"2675","4","1","0"
"2676","1","1","0"
"2677","4","1","0"
"2678","1","2","0"
"2678","17","1","0"
"2679","768","2","0"
"2679","4612","1","0"
"2681","1","2","0"
"2681","5","1","0"
"2682","4","1","0"
"2683","4","1","0"
"2684","4","1","0"
"2685","5","1","0"
"2685","768","2","0"
"2686","5","1","0"
"2686","768","2","0"
"2687","1","1","0"
"2688","1","1","0"
"2688","17","2","0"
"2689","4","1","0"
"2690","4","1","0"
"2691","4","1","0"
"2692","4","1","0"
"2693","4","1","0"
"2694","4","1","0"
"2695","4","1","0"
"2696","1","1","0"
"2697","1","2","0"
"2697","5","1","0"
"2698","3849","1","0"
"2699","1","2","0"
"2699","10","1","0"
"2700","1","2","0"
"2700","10","1","0"
"2701","1","2","0"
"2701","5","1","0"
"2702","2562","1","0"
"2703","1","1","0"
"2704","1","1","0"
"2705","1","1","0"
"2706","1","1","0"
"2707","768","3","0"
"2707","3843","2","0"
"2707","4610","1","0"
"2708","1","1","0"
"2708","10","2","0"
"2709","6422","1","0"
"2710","3843","1","0"
"2711","1","2","0"
"2711","4675","1","0"
"2712","1","1","0"
"2713","1","2","0"
"2713","5","1","0"
"2714","10","1","0"
"2715","1","1","0"
"2716","768","1","0"
"2717","4","1","0"
"2718","4610","1","0"
"2718","4612","2","0"
"2719","2562","1","0"
"2720","1","2","0"
"2720","5","1","0"
"2721","1","1","0"
"2721","5","2","0"
"2722","4","1","0"
"2723","6423","1","0"
"2724","6423","1","0"
"2725","6423","1","0"
"2726","6423","1","0"
"2727","6423","1","0"
"2728","6423","1","0"
"2729","6423","1","0"
"2730","6423","1","0"
"2731","6423","1","0"
"2732","768","1","0"
"2733","768","1","0"
"2734","1","2","0"
"2734","6415","2","0"
"2735","1","2","0"
"2735","6415","2","0"
"2736","1","2","0"
"2736","6415","2","0"
"2737","4610","1","0"
"2738","3924","1","0"
"2739","4612","1","0"
"2740","4614","1","0"
"2741","4675","1","0"
"2742","4616","1","0"
"2743","1","3","0"
"2743","5","1","0"
"2743","10","2","0"
"2744","1","2","0"
"2744","17","1","0"
"2745","1","1","0"
"2746","768","1","0"
"2747","768","1","0"
"2748","10","1","0"
"2748","768","2","0"
"2749","10","1","0"
"2749","768","2","0"
"2750","10","1","0"
"2750","768","2","0"
"2751","1","2","0"
"2751","3843","1","0"
"2752","768","1","0"
"2753","1","1","0"
"2754","1","2","0"
"2754","3738","1","0"
"2755","9","1","0"
"2756","1","1","0"
"2757","4","1","0"
"2758","4","1","0"
"2759","3849","1","0"
"2760","768","5","0"
"2760","3584","4","0"
"2760","3849","1","0"
"2760","4616","3","0"
"2760","6446","2","0"
"2761","17","1","0"
"2762","3843","1","0"
"2763","1","2","0"
"2763","4612","1","0"
"2764","1","1","0"
"2765","1","1","0"
"2766","1","2","0"
"2766","17","1","0"
"2767","1","1","0"
"2768","1","2","0"
"2768","5","1","0"
"2769","1","1","0"
"2770","1","2","0"
"2770","17","1","0"
"2771","1","2","0"
"2771","5","1","0"
"2772","1","1","0"
"2773","2562","1","0"
"2774","1","2","0"
"2774","17","1","0"
"2775","1","2","0"
"2775","17","1","0"
"2776","4","1","0"
"2777","768","1","0"
"2778","768","1","0"
"2779","17","1","0"
"2780","1","2","0"
"2780","17","1","0"
"2781","1","2","0"
"2781","17","1","0"
"2782","1","2","0"
"2782","17","1","0"
"2783","3849","1","0"
"2784","1","2","0"
"2784","5","1","0"
"2785","1","2","0"
"2785","5","1","0"
"2786","1","2","0"
"2786","10","1","0"
"2787","1","2","0"
"2787","10","1","0"
"2788","1","2","0"
"2788","10","1","0"
"2789","1","2","0"
"2789","10","1","0"
"2790","1","2","0"
"2790","10","1","0"
"2791","1","2","0"
"2791","10","1","0"
"2792","1","2","0"
"2792","17","1","0"
"2793","1","1","0"
"2794","1","1","0"
"2795","4","1","0"
"2795","5","2","0"
"2796","1","1","0"
"2797","10","1","0"
"2798","1","2","0"
"2798","10","1","0"
"2799","3849","1","0"
"2800","1","1","0"
"2801","1","1","0"
"2802","1","2","0"
"2802","3843","1","0"
"2803","4","2","0"
"2803","10","1","0"
"2804","1","1","0"
"2804","10","2","0"
"2805","1","2","0"
"2805","5","1","0"
"2806","1","1","0"
"2806","10","2","0"
"2807","1","2","0"
"2807","10","1","0"
"2808","768","1","0"
"2809","1","1","0"
"2810","1","1","0"
"2810","10","2","0"
"2811","5","1","0"
"2811","9","2","0"
"2811","10","3","0"
"2812","1","2","0"
"2812","17","1","0"
"2813","1","1","0"
"2814","1","1","0"
"2815","1","2","0"
"2815","17","1","0"
"2816","1","1","0"
"2816","10","2","0"
"2817","1","2","0"
"2817","17","1","0"
"2818","1","1","0"
"2819","1","2","0"
"2819","17","1","0"
"2820","1","3","0"
"2820","5","1","0"
"2820","10","2","0"
"2821","1","2","0"
"2821","5","1","0"
"2822","1","2","0"
"2822","5","1","0"
"2823","1","2","0"
"2823","5","1","0"
"2824","1","2","0"
"2824","5","1","0"
"2825","3849","1","0"
"2826","1","1","0"
"2827","1","3","0"
"2827","4610","1","0"
"2827","4614","2","0"
"2828","4","1","0"
"2829","1","2","0"
"2829","6415","1","0"
"2830","1","2","0"
"2830","6415","2","0"
"2831","4","1","0"
"2832","1","2","0"
"2832","17","1","0"
"2833","1","2","0"
"2833","17","1","0"
"2834","1","2","0"
"2834","17","1","0"
"2835","1","1","0"
"2835","5","2","0"
"2836","1","1","0"
"2837","1","1","0"
"2837","17","2","0"
"2837","6415","3","0"
"2839","1","1","0"
"2840","1","1","0"
"2841","1","1","0"
"2842","5","1","0"
"2843","4","3","0"
"2843","2562","2","0"
"2843","4610","1","0"
"2844","1","1","0"
"2845","1","2","0"
"2845","5","1","0"
"2846","1","2","0"
"2846","4614","1","0"
"2847","4","1","0"
"2848","3849","1","0"
"2849","1","2","0"
"2849","6204","1","0"
"2850","1","4","0"
"2850","5","1","0"
"2850","9","2","0"
"2850","10","3","0"
"2851","1","1","0"
"2852","1","2","0"
"2852","5","1","0"
"2853","4","1","0"
"2854","1","2","0"
"2854","17","1","0"
"2855","4","1","0"
"2856","1","3","0"
"2856","5","1","0"
"2856","10","2","0"
"2857","1","1","0"
"2857","17","2","0"
"2858","1","1","0"
"2859","1","2","0"
"2859","4675","1","0"
"2860","1","1","0"
"2861","5","1","0"
"2861","9","2","0"
"2861","10","3","0"
"2862","5","1","0"
"2862","9","2","0"
"2862","10","3","0"
"2863","5","1","0"
"2863","9","2","0"
"2863","10","3","0"
"2864","5","1","0"
"2864","9","2","0"
"2864","10","3","0"
"2865","1","1","0"
"2866","5","1","0"
"2866","9","2","0"
"2866","10","3","0"
"2867","4","1","0"
"2868","4","1","0"
"2869","8","1","0"
"2870","1","1","0"
"2871","4","2","0"
"2871","5","1","0"
"2872","1","2","0"
"2872","5","1","0"
"2873","4","1","0"
"2874","4","1","0"
"2875","4","1","0"
"2876","1","2","0"
"2876","5","1","0"
"2877","1","1","0"
"2878","4","1","0"
"2879","4","1","0"
"2880","4","1","0"
"2882","1","2","0"
"2882","5","1","0"
"2883","1","2","0"
"2883","17","1","0"
"2884","17","1","0"
"2885","17","1","0"
"2886","17","1","0"
"2887","4","1","0"
"2888","1","1","0"
"2888","768","2","0"
"2889","1","1","0"
"2890","768","1","0"
"2891","1","1","0"
"2892","1","1","0"
"2893","1","1","0"
"2894","1","1","0"
"2895","1","2","0"
"2895","17","1","0"
"2896","4","1","0"
"2897","1","1","0"
"2898","1","1","0"
"2899","1","2","0"
"2899","5","1","0"
"2900","1","1","0"
"2901","1","1","0"
"2902","1","2","0"
"2902","17","1","0"
"2903","1","1","0"
"2904","1","1","0"
"2905","3849","2","0"
"2905","4675","1","0"
"2906","1","2","0"
"2906","6418","1","0"
"2907","1","2","0"
"2907","3924","1","0"
"2908","4","1","0"
"2909","7","3","0"
"2909","8","2","0"
"2909","791","5","0"
"2909","796","6","0"
"2909","3849","1","0"
"2909","6419","4","0"
"2910","7","3","0"
"2910","8","2","0"
"2910","791","5","0"
"2910","796","6","0"
"2910","3849","1","0"
"2910","6419","6","0"
"2911","7","3","0"
"2911","8","2","0"
"2911","791","5","0"
"2911","796","6","0"
"2911","3849","1","0"
"2911","6419","6","0"
"2912","1","2","0"
"2912","4610","1","0"
"2913","1","1","0"
"2914","4","1","0"
"2915","4","1","0"
"2916","1","2","0"
"2916","17","1","0"
"2917","1","1","0"
"2918","1","2","0"
"2918","5","1","0"
"2919","1","1","0"
"2920","1","1","0"
"2921","1","1","0"
"2922","4","1","0"
"2923","4610","1","0"
"2923","4612","2","0"
"2923","4675","3","0"
"2924","3843","1","0"
"2925","768","1","0"
"2926","768","1","0"
"2927","1","2","0"
"2927","13","1","0"
"2928","1","2","0"
"2928","13","1","0"
"2929","1","2","0"
"2929","13","1","0"
"2930","1","1","0"
"2931","17","1","0"
"2931","768","3","0"
"2931","3849","2","0"
"2932","4","1","0"
"2933","4","1","0"
"2934","4610","1","0"
"2934","4612","2","0"
"2934","4614","3","0"
"2934","4616","4","0"
"2935","1","3","0"
"2935","17","1","0"
"2935","3584","2","0"
"2936","1","1","0"
"2937","1","2","0"
"2937","5","1","0"
"2938","1","2","0"
"2938","5","1","0"
"2939","1","2","0"
"2939","5","1","0"
"2940","1","2","0"
"2940","5","1","0"
"2941","1","1","0"
"2942","1","1","0"
"2943","1","1","0"
"2944","1","2","0"
"2944","17","1","0"
"2945","1","2","0"
"2945","17","1","0"
"2946","4","1","0"
"2947","4","1","0"
"2948","1","1","0"
"2949","1","1","0"
"2950","1","1","0"
"2951","1","1","0"
"2952","1","2","0"
"2952","17","1","0"
"2953","1","1","0"
"2954","1","1","0"
"2955","1","1","0"
"2956","1","2","0"
"2956","17","1","0"
"2957","3584","1","0"
"2958","1","2","0"
"2958","3843","1","0"
"2959","1","1","0"
"2960","768","2","0"
"2960","3849","1","0"
"2961","768","2","0"
"2961","3849","1","0"
"2962","768","2","0"
"2962","3849","1","0"
"2963","768","2","0"
"2963","3849","1","0"
"2964","1","4","0"
"2964","5","1","0"
"2964","9","2","0"
"2964","10","3","0"
"2965","1","2","0"
"2965","5","1","0"
"2966","1","2","0"
"2966","5","1","0"
"2967","1","2","0"
"2967","5","1","0"
"2968","1","1","0"
"2969","1","1","0"
"2970","1","1","0"
"2971","10","1","0"
"2972","1","2","0"
"2972","3843","1","0"
"2973","4","1","0"
"2974","1","1","0"
"2975","1","3","0"
"2975","5","1","0"
"2975","10","2","0"
"2976","1","2","0"
"2976","5","1","0"
"2977","4","1","0"
"2978","1","1","0"
"2978","10","2","0"
"2979","4","1","0"
"2980","4","1","0"
"2981","4","1","0"
"2982","5","1","0"
"2982","9","2","0"
"2982","10","3","0"
"2983","1","2","0"
"2983","5","1","0"
"2984","2562","1","0"
"2985","2562","1","0"
"2986","1","1","0"
"2987","1","1","0"
"2988","1","2","0"
"2988","10","1","0"
"2989","1","1","0"
"2989","5","2","0"
"2990","1","1","0"
"2991","1","4","0"
"2991","3843","1","0"
"2991","4610","2","0"
"2991","4612","3","0"
"2992","5","1","0"
"2992","9","2","0"
"2992","10","3","0"
"2993","4","1","0"
"2994","1","2","0"
"2994","6444","1","0"
"2995","1","2","0"
"2995","10","1","0"
"2996","1","2","0"
"2996","17","1","0"
"2997","1","2","0"
"2997","17","1","0"
"2998","1","2","0"
"2998","4675","1","0"
"2999","1","2","0"
"2999","2562","1","0"
"3000","3843","1","0"
"3001","1","1","0"
"3002","1","2","0"
"3002","3843","1","0"
"3003","1","1","0"
"3004","10","1","0"
"3005","10","1","0"
"3006","4","1","0"
"3007","1","1","0"
"3008","1","2","0"
"3008","5","1","0"
"3009","4","1","0"
"3009","6445","2","0"
"3010","3849","1","0"
"3011","2562","1","0"
"3012","4","1","0"
"3013","1","3","0"
"3013","2562","2","0"
"3013","4612","1","0"
"3014","1","4","0"
"3014","5","3","0"
"3014","17","1","0"
"3014","2562","2","0"
"3015","1","4","0"
"3015","5","3","0"
"3015","17","1","0"
"3015","2562","2","0"
"3016","4","1","0"
"3017","1","1","0"
"3018","768","2","0"
"3018","3584","1","0"
"3019","768","3","0"
"3019","3584","2","0"
"3019","4612","1","0"
"3020","1","1","0"
"3021","1","2","0"
"3021","5","1","0"
"3022","1","2","0"
"3022","5","1","0"
"3023","768","4","0"
"3023","3584","3","0"
"3023","4610","1","0"
"3023","4612","2","0"
"3024","4","4","0"
"3024","17","1","0"
"3024","768","3","0"
"3024","2562","2","0"
"3025","1","2","0"
"3025","5","1","0"
"3026","1","2","0"
"3026","17","1","0"
"3027","1","1","0"
"3028","4","1","0"
"3029","1","2","0"
"3029","5","1","0"
"3030","1","2","0"
"3030","5","1","0"
"3031","1","2","0"
"3031","5","1","0"
"3032","1","2","0"
"3032","5","1","0"
"3033","1","1","0"
"3034","1","1","0"
"3035","1","1","0"
"3036","1","2","0"
"3036","5","1","0"
"3037","1","2","0"
"3037","5","1","0"
"3038","1","1","0"
"3039","2562","1","0"
"3040","1","2","0"
