"uid_local","uid_foreign","sorting","sorting_foreign"
"921","2150","1","0"
"922","402","2","0"
"922","768","1","0"
"922","2161","1","0"
"923","402","2","0"
"923","768","1","0"
"923","2172","1","0"
"924","402","2","0"
"924","2185","1","0"
"925","402","2","0"
"925","768","1","0"
"925","2212","1","0"
"926","402","2","0"
"926","768","1","0"
"926","2223","1","0"
"927","402","2","0"
"927","768","1","0"
"927","2234","1","0"
"928","402","2","0"
"928","768","1","0"
"928","2242","1","0"
"929","402","2","0"
"929","768","3","0"
"929","2253","1","0"
"930","402","2","0"
"930","768","3","0"
"930","2264","1","0"
"931","402","2","0"
"931","768","3","0"
"931","2275","1","0"
"932","402","2","0"
"932","2286","1","0"
"933","402","2","0"
"933","768","3","0"
"933","2288","1","0"
"934","402","2","0"
"934","768","3","0"
"934","2299","1","0"
"935","402","2","0"
"935","768","3","0"
"935","2310","1","0"
"936","402","2","0"
"936","768","3","0"
"936","2321","1","0"
"937","1","2","0"
"937","5","1","0"
"938","1","2","0"
"938","5","1","0"
"939","1","2","0"
"939","5","1","0"
"940","1","2","0"
"940","5","1","0"
"941","1","2","0"
"941","5","1","0"
"942","1","2","0"
"942","5","1","0"
"943","1","1","0"
"943","5","2","0"
"944","1","1","0"
"944","5","2","0"
"945","1","2","0"
"945","5","1","0"
"946","1","2","0"
"946","5","1","0"
"947","1","2","0"
"947","5","1","0"
"948","1","2","0"
"948","5","1","0"
"949","1","2","0"
"949","5","1","0"
"950","1","2","0"
"950","5","1","0"
"951","1","2","0"
"951","5","1","0"
"952","1","2","0"
"952","5","1","0"
"953","1","2","0"
"953","5","1","0"
"954","1","2","0"
"954","5","1","0"
"955","1","2","0"
"955","5","1","0"
"956","1","2","0"
"956","5","1","0"
"957","1","2","0"
"957","5","1","0"
"958","1","2","0"
"958","5","1","0"
"959","1","2","0"
"959","5","1","0"
"960","1","2","0"
"960","5","1","0"
"961","1","2","0"
"961","5","1","0"
"962","1","1","0"
"964","1","1","0"
"964","402","3","0"
"964","768","4","0"
"964","2554","2","0"
"965","1","1","0"
"965","402","3","0"
"965","768","2","0"
"965","2568","2","0"
"966","1","1","0"
"966","402","3","0"
"966","768","4","0"
"966","2579","2","0"
"967","1","1","0"
"967","402","3","0"
"967","768","4","0"
"967","2590","2","0"
"968","1","1","0"
"968","402","3","0"
"968","768","2","0"
"968","2601","2","0"
"969","1","1","0"
"969","402","5","0"
"969","459","4","0"
"969","768","3","0"
"969","2562","2","0"
"969","2609","1","0"
"969","2613","3","0"
"970","1","1","0"
"971","1","2","0"
"971","5","1","0"
"972","1","2","0"
"972","15","1","0"
"973","1","1","0"
"974","1","1","0"
"975","1","1","0"
"976","1","1","0"
"977","1","1","0"
"978","1","1","0"
"979","1","1","0"
"980","1","1","0"
"981","1","1","0"
"982","1","1","0"
"983","1","1","0"
"983","2748","2","0"
"983","2751","3","0"
"983","2820","2","0"
"983","2823","3","0"
"984","1","1","0"
"985","1","1","0"
"986","1","1","0"
"987","1","1","0"
"988","1","1","0"
"989","1","1","0"
"989","2748","4","0"
"989","2751","5","0"
"989","2820","2","0"
"989","2823","3","0"
"990","1","1","0"
"991","1","1","0"
"992","1","2","0"
"992","8","1","0"
"993","1","1","0"
"994","1","1","0"
"995","1","1","0"
"996","1","1","0"
"997","1","1","0"
"998","1","1","0"
"999","1","1","0"
"1000","1","1","0"
"1001","1","1","0"
"1002","1","1","0"
"1003","1","1","0"
"1004","1","2","0"
"1004","17","1","0"
"1005","1","2","0"
"1005","17","1","0"
"1006","1","2","0"
"1006","17","1","0"
"1007","1","2","0"
"1007","17","1","0"
"1008","1","2","0"
"1008","17","1","0"
"1009","1","2","0"
"1009","17","1","0"
"1010","1","2","0"
"1010","17","1","0"
"1011","1","2","0"
"1011","17","1","0"
"1012","1","2","0"
"1012","17","1","0"
"1013","1","1","0"
"1014","1","1","0"
"1015","1","1","0"
"1016","1","1","0"
"1017","1","1","0"
"1018","1","1","0"
"1019","1","1","0"
"1020","1","1","0"
"1021","1","1","0"
"1022","1","1","0"
"1023","1","1","0"
"1024","1","1","0"
"1025","1","1","0"
"1026","1","1","0"
"1027","1","1","0"
"1028","1","1","0"
"1029","1","1","0"
"1030","1","1","0"
"1031","1","1","0"
"1032","1","1","0"
"1033","1","1","0"
"1034","1","1","0"
"1035","4","1","0"
"1036","1","1","0"
"1037","1","1","0"
"1038","1","2","0"
"1038","120","1","0"
"1039","1","2","0"
"1039","5","1","0"
"1040","1","2","0"
"1040","5","1","0"
"1041","1","2","0"
"1041","5","1","0"
"1042","1","2","0"
"1042","5","1","0"
"1043","1","2","0"
"1043","5","1","0"
"1044","1","2","0"
"1044","15","1","0"
"1045","1","2","0"
"1045","5","1","0"
"1046","5","1","0"
"1046","9","2","0"
"1046","10","3","0"
"1047","5","1","0"
"1047","9","2","0"
"1047","10","3","0"
"1048","5","1","0"
"1048","9","2","0"
"1048","10","3","0"
"1049","5","1","0"
"1049","9","2","0"
"1049","10","3","0"
"1050","5","1","0"
"1050","9","2","0"
"1050","10","3","0"
"1051","5","1","0"
"1051","9","2","0"
"1051","10","3","0"
"1052","5","1","0"
"1052","9","2","0"
"1052","10","3","0"
"1053","5","1","0"
"1053","9","2","0"
"1053","10","3","0"
"1054","5","1","0"
"1054","9","2","0"
"1054","10","3","0"
"1055","1","1","0"
"1056","1","3","0"
"1056","5","1","0"
"1056","10","2","0"
"1057","1","3","0"
"1057","6","1","0"
"1057","10","2","0"
"1058","1","3","0"
"1058","5","1","0"
"1058","10","2","0"
"1059","1","3","0"
"1059","5","1","0"
"1059","10","2","0"
"1060","1","3","0"
"1060","5","1","0"
"1060","10","2","0"
"1061","1","3","0"
"1061","5","1","0"
"1061","10","2","0"
"1062","1","3","0"
"1062","5","1","0"
"1062","10","2","0"
"1063","1","3","0"
"1063","6","1","0"
"1063","10","2","0"
"1064","1","3","0"
"1064","5","1","0"
"1064","10","2","0"
"1065","1","3","0"
"1065","5","1","0"
"1065","10","2","0"
"1066","5","1","0"
"1066","9","2","0"
"1066","10","3","0"
"1067","5","1","0"
"1067","9","2","0"
"1067","10","3","0"
"1068","5","1","0"
"1068","9","2","0"
"1068","10","3","0"
"1069","5","1","0"
"1069","9","2","0"
"1069","10","3","0"
"1070","5","1","0"
"1070","9","2","0"
"1070","10","3","0"
"1071","5","1","0"
"1071","9","2","0"
"1071","10","3","0"
"1072","5","1","0"
"1072","9","2","0"
"1072","10","3","0"
"1073","5","1","0"
"1073","9","2","0"
"1073","10","3","0"
"1074","5","1","0"
"1074","9","2","0"
"1074","10","3","0"
"1075","1","5","0"
"1075","5","1","0"
"1075","9","2","0"
"1075","10","3","0"
"1075","11","4","0"
"1076","5","1","0"
"1076","9","2","0"
"1076","10","3","0"
"1076","11","4","0"
"1077","5","1","0"
"1077","9","2","0"
"1077","10","3","0"
"1078","5","1","0"
"1078","9","2","0"
"1078","10","3","0"
"1079","5","1","0"
"1079","9","2","0"
"1079","613","3","0"
"1080","5","1","0"
"1080","9","2","0"
"1080","613","3","0"
"1080","623","3","0"
"1081","5","1","0"
"1081","9","2","0"
"1081","10","3","0"
"1082","5","1","0"
"1082","9","2","0"
"1082","10","3","0"
"1083","5","1","0"
"1083","9","2","0"
"1083","10","3","0"
"1084","5","1","0"
"1084","9","2","0"
"1084","10","3","0"
"1085","5","1","0"
"1085","9","2","0"
"1085","10","3","0"
"1086","5","1","0"
"1086","9","2","0"
"1086","10","3","0"
"1087","5","2","0"
"1087","9","3","0"
"1087","10","4","0"
"1087","15","1","0"
"1088","5","2","0"
"1088","9","3","0"
"1088","10","4","0"
"1088","15","1","0"
"1089","5","1","0"
"1089","9","2","0"
"1089","10","3","0"
"1089","480","5","0"
"1089","742","1","0"
"1089","1541","4","0"
"1091","5","1","0"
"1091","9","2","0"
"1091","10","3","0"
"1091","11","4","0"
"1092","5","1","0"
"1092","9","2","0"
"1092","613","3","0"
"1092","869","3","0"
"1093","5","1","0"
"1093","9","2","0"
"1093","10","3","0"
"1094","5","1","0"
"1094","9","2","0"
"1094","10","3","0"
"1095","5","1","0"
"1095","9","2","0"
"1095","10","3","0"
"1096","5","1","0"
"1096","9","2","0"
"1096","10","3","0"
"1097","5","1","0"
"1097","9","2","0"
"1097","10","3","0"
"1098","1","2","0"
"1098","17","1","0"
"1099","1","1","0"
"1100","1","1","0"
"1101","1","1","0"
"1102","1","1","0"
"1103","1","1","0"
"1104","1","1","0"
"1105","1","1","0"
"1106","1","1","0"
"1107","402","2","0"
"1107","768","1","0"
"1107","1009","1","0"
"1108","402","2","0"
"1108","768","1","0"
"1108","1017","1","0"
"1109","402","2","0"
"1109","768","1","0"
"1109","1025","1","0"
"1110","402","2","0"
"1110","768","1","0"
"1110","1033","1","0"
"1111","402","2","0"
"1111","768","1","0"
"1111","1041","1","0"
"1112","402","2","0"
"1112","768","1","0"
"1112","1049","1","0"
"1113","402","2","0"
"1113","768","3","0"
"1113","1057","1","0"
"1114","402","2","0"
"1114","768","3","0"
"1114","1068","1","0"
"1115","402","2","0"
"1115","768","3","0"
"1115","1076","1","0"
"1116","402","2","0"
"1116","768","3","0"
"1116","1090","1","0"
"1117","402","2","0"
"1117","768","3","0"
"1117","1098","1","0"
"1118","402","2","0"
"1118","768","1","0"
"1118","1106","1","0"
"1119","402","2","0"
"1119","768","1","0"
"1119","1114","1","0"
"1120","402","2","0"
"1120","768","1","0"
"1120","1122","1","0"
"1121","402","2","0"
"1121","768","1","0"
"1121","1130","1","0"
"1123","402","2","0"
"1123","768","1","0"
"1123","1142","1","0"
"1124","402","2","0"
"1124","768","1","0"
"1124","1153","1","0"
"1125","402","2","0"
"1125","768","3","0"
"1125","1161","1","0"
"1126","402","2","0"
"1126","768","3","0"
"1126","1171","1","0"
"1127","402","2","0"
"1127","768","3","0"
"1127","1179","1","0"
"1128","768","1","0"
"1129","402","2","0"
"1129","768","3","0"
"1129","1189","1","0"
"1130","402","2","0"
"1130","768","1","0"
"1130","1197","1","0"
"1131","402","2","0"
"1131","768","1","0"
"1131","1205","1","0"
"1132","402","2","0"
"1132","768","1","0"
"1132","1213","1","0"
"1133","5","2","0"
"1133","9","3","0"
"1133","480","6","0"
"1133","613","4","0"
"1133","1221","1","0"
"1133","1228","1","0"
"1133","1235","5","0"
"1133","1541","5","0"
"1134","402","2","0"
"1134","768","1","0"
"1134","1243","1","0"
"1137","402","2","0"
"1137","768","1","0"
"1137","1257","1","0"
"1138","402","2","0"
"1138","768","1","0"
"1138","1267","1","0"
"1139","402","2","0"
"1139","768","1","0"
"1139","1273","1","0"
"1140","402","2","0"
"1140","768","1","0"
"1140","1279","1","0"
"1141","402","2","0"
"1141","768","1","0"
"1141","1286","1","0"
"1142","402","2","0"
"1142","768","1","0"
"1142","1292","1","0"
"1143","402","2","0"
"1143","768","1","0"
"1143","1306","1","0"
"1144","402","2","0"
"1144","768","1","0"
"1144","1330","1","0"
"1145","402","2","0"
"1145","768","1","0"
"1145","1350","1","0"
"1146","402","2","0"
"1146","768","1","0"
"1146","1386","1","0"
"1147","402","2","0"
"1147","768","1","0"
"1147","1409","1","0"
"1148","402","2","0"
"1148","768","1","0"
"1148","1435","1","0"
"1149","5","1","0"
"1149","402","3","0"
"1149","768","2","0"
"1149","1466","2","0"
"1150","5","1","0"
"1150","402","3","0"
"1150","768","2","0"
"1150","1489","2","0"
"1151","6","2","0"
"1151","7","5","0"
"1151","8","4","0"
"1151","11","6","0"
"1151","480","7","0"
"1151","1541","1","0"
"1151","1553","3","0"
"1152","5","1","0"
"1152","9","2","0"
"1152","10","3","0"
"1153","5","2","0"
"1153","6","1","0"
"1153","9","3","0"
"1153","10","4","0"
"1154","1","2","0"
"1154","5","1","0"
"1155","1","3","0"
"1155","5","1","0"
"1155","10","2","0"
"1156","1","3","0"
"1156","5","1","0"
"1156","10","2","0"
"1157","1","3","0"
"1157","5","1","0"
"1157","10","2","0"
"1158","1","3","0"
"1158","5","1","0"
"1158","10","2","0"
"1159","1","3","0"
"1159","5","1","0"
"1159","10","2","0"
"1160","1","3","0"
"1160","5","1","0"
"1160","10","2","0"
"1161","1","3","0"
"1161","5","1","0"
"1161","10","2","0"
"1162","1","3","0"
"1162","5","1","0"
"1162","10","2","0"
"1163","1","3","0"
"1163","5","1","0"
"1163","10","2","0"
"1164","1","3","0"
"1164","5","1","0"
"1164","10","2","0"
"1165","1","3","0"
"1165","5","1","0"
"1165","10","2","0"
"1166","1","3","0"
"1166","5","1","0"
"1166","10","2","0"
"1167","1","3","0"
"1167","5","1","0"
"1167","10","2","0"
"1168","1","3","0"
"1168","5","1","0"
"1168","10","2","0"
"1169","1","3","0"
"1169","5","1","0"
"1169","10","2","0"
"1170","1","3","0"
"1170","5","1","0"
"1170","10","2","0"
"1171","1","3","0"
"1171","5","1","0"
"1171","10","2","0"
"1172","1","3","0"
"1172","5","1","0"
"1172","10","2","0"
"1173","1","3","0"
"1173","5","1","0"
"1173","10","2","0"
"1174","1","3","0"
"1174","5","1","0"
"1174","10","2","0"
"1175","1","3","0"
"1175","5","1","0"
"1175","10","2","0"
"1176","1","3","0"
"1176","5","1","0"
"1176","10","2","0"
"1177","1","3","0"
"1177","5","1","0"
"1177","10","2","0"
"1178","1","3","0"
"1178","5","1","0"
"1178","10","2","0"
"1179","1","3","0"
"1179","6","1","0"
"1179","9","2","0"
"1180","5","1","0"
"1180","9","2","0"
"1180","10","3","0"
"1181","5","1","0"
"1181","9","2","0"
"1181","10","3","0"
"1182","5","1","0"
"1182","9","2","0"
"1182","10","3","0"
"1183","1","2","0"
"1183","5","1","0"
"1184","5","1","0"
"1184","9","2","0"
"1184","10","3","0"
"1185","5","1","0"
"1185","9","2","0"
"1185","10","3","0"
"1186","5","1","0"
"1186","9","2","0"
"1186","10","3","0"
"1187","5","1","0"
"1187","9","2","0"
"1187","10","3","0"
"1189","5","1","0"
"1189","9","2","0"
"1189","10","3","0"
"1190","5","1","0"
"1190","9","2","0"
"1190","10","3","0"
"1191","5","1","0"
"1191","9","2","0"
"1191","10","3","0"
"1192","5","1","0"
"1192","9","2","0"
"1192","10","3","0"
"1193","5","1","0"
"1193","9","2","0"
"1193","10","3","0"
"1194","1","1","0"
"1194","2","1","0"
"1195","1","1","0"
"1196","1","1","0"
"1197","110","2","0"
"1197","2353","1","0"
"1198","1","1","0"
"1199","1","1","0"
"1200","1","1","0"
"1201","1","1","0"
"1202","1","1","0"
"1203","1","1","0"
"1204","1","1","0"
"1205","1","1","0"
"1206","1","1","0"
"1207","1","1","0"
"1208","1","1","0"
"1209","1","1","0"
"1210","1","1","0"
"1211","1","1","0"
"1212","1","1","0"
"1213","1","1","0"
"1214","1","1","0"
"1215","110","2","0"
"1215","2353","3","0"
"1215","2520","1","0"
"1216","1","1","0"
"1217","1","1","0"
"1218","1","1","0"
"1219","1","1","0"
"1220","1","1","0"
"1221","1","1","0"
"1222","1","1","0"
"1223","1","1","0"
"1224","1","1","0"
"1225","1","1","0"
"1226","1","1","0"
"1227","1","1","0"
"1228","1","1","0"
"1229","1","1","0"
"1230","1","1","0"
"1231","1","1","0"
"1232","1","1","0"
"1233","1","1","0"
"1234","1","1","0"
"1235","1","1","0"
"1236","1","1","0"
"1237","1","1","0"
"1238","1","1","0"
"1239","1","1","0"
"1240","1","1","0"
"1241","1","1","0"
"1242","1","1","0"
"1243","1","1","0"
"1244","1","1","0"
"1245","1","1","0"
"1246","1","1","0"
"1247","1","1","0"
"1248","1","1","0"
"1249","1","1","0"
"1250","1","1","0"
"1251","1","2","0"
"1251","17","1","0"
"1252","1","2","0"
"1252","17","1","0"
"1253","1","2","0"
"1253","17","1","0"
"1254","1","2","0"
"1254","17","1","0"
"1255","1","2","0"
"1255","17","1","0"
"1256","1","2","0"
"1256","17","1","0"
"1257","1","2","0"
"1257","17","1","0"
"1258","1","2","0"
"1258","17","1","0"
"1259","1","2","0"
"1259","17","1","0"
"1260","1","2","0"
"1260","17","1","0"
"1261","1","2","0"
"1261","17","1","0"
"1262","1","2","0"
"1262","17","1","0"
"1263","1","2","0"
"1263","17","1","0"
"1264","1","2","0"
"1264","17","1","0"
"1265","1","2","0"
"1265","17","1","0"
"1266","1","1","0"
"1267","1","1","0"
"1268","1","1","0"
"1269","1","1","0"
"1270","1","1","0"
"1271","1","1","0"
"1272","1","1","0"
"1273","1","1","0"
"1274","1","1","0"
"1275","103","2","0"
"1275","2980","1","0"
"1275","3073","1","0"
"1276","1","1","0"
"1276","3","2","0"
"1277","1","1","0"
"1278","1","1","0"
"1279","1","1","0"
"1280","1","1","0"
"1281","1","1","0"
"1282","1","1","0"
"1283","1","1","0"
"1284","1","1","0"
"1285","1","1","0"
"1286","1","1","0"
"1287","1","1","0"
"1288","1","1","0"
"1289","1","1","0"
"1290","1","1","0"
"1291","1","1","0"
"1292","110","1","0"
"1292","2353","1","0"
"1293","1","1","0"
"1294","1","1","0"
"1295","1","1","0"
"1296","1","1","0"
"1297","1","1","0"
"1298","1","1","0"
"1299","4","1","0"
"1300","1","1","0"
"1301","1","1","0"
"1302","1","1","0"
"1303","1","1","0"
"1304","1","1","0"
"1305","3","1","0"
"1306","3","1","0"
"1306","5","3","0"
"1306","14","2","0"
"1306","210","4","0"
"1306","1537","4","0"
"1307","1","1","0"
"1308","1","1","0"
"1309","1","1","0"
"1310","1","1","0"
"1311","1","1","0"
"1312","1","1","0"
"1312","3","2","0"
"1313","1","1","0"
"1314","1","1","0"
"1315","1","1","0"
"1316","1","1","0"
"1317","1","1","0"
"1318","1","1","0"
"1319","1","1","0"
"1320","1","1","0"
"1321","1","1","0"
"1322","1","1","0"
"1323","1","1","0"
"1324","1","1","0"
"1325","5","1","0"
"1326","5","1","0"
"1326","9","2","0"
"1326","210","4","0"
"1326","449","3","0"
"1326","1537","3","0"
"1327","5","2","0"
"1327","9","3","0"
"1327","15","1","0"
"1327","210","16","0"
"1327","451","12","0"
"1327","453","13","0"
"1327","457","14","0"
"1327","459","15","0"
"1327","471","1","0"
"1327","473","2","0"
"1327","475","3","0"
"1327","477","4","0"
"1327","479","5","0"
"1327","480","7","0"
"1327","493","10","0"
"1327","494","11","0"
"1327","1537","11","0"
"1327","1541","9","0"
"1327","1599","10","0"
"1327","2562","8","0"
"1327","4610","4","0"
"1327","4612","5","0"
"1327","4614","6","0"
"1327","4616","7","0"
"1328","5","1","0"
"1328","9","2","0"
"1328","210","4","0"
"1328","514","3","0"
"1328","1537","3","0"
"1329","5","1","0"
"1329","9","2","0"
"1329","210","4","0"
"1329","534","3","0"
"1329","1537","3","0"
"1330","3","2","0"
"1330","5","1","0"
"1331","3","2","0"
"1331","15","1","0"
"1332","3","2","0"
"1332","15","1","0"
"1333","3","2","0"
"1333","15","1","0"
"1334","15","1","0"
"1334","210","3","0"
"1334","605","2","0"
"1334","1537","2","0"
"1335","15","1","0"
"1335","210","3","0"
"1335","615","2","0"
"1335","1537","2","0"
"1336","15","1","0"
"1336","210","3","0"
"1336","625","2","0"
"1336","1537","2","0"
"1337","3","2","0"
"1337","5","1","0"
"1338","5","1","0"
"1338","210","3","0"
"1338","654","2","0"
"1338","1537","2","0"
"1339","5","1","0"
"1339","210","3","0"
"1339","668","2","0"
"1339","1537","2","0"
"1340","5","1","0"
"1340","210","3","0"
"1340","682","2","0"
"1340","1537","2","0"
"1341","5","2","0"
"1341","14","1","0"
"1341","210","4","0"
"1341","700","3","0"
"1341","1537","3","0"
"1342","5","2","0"
"1342","14","1","0"
"1342","210","4","0"
"1342","718","3","0"
"1342","1537","3","0"
"1343","10","1","0"
"1344","3","1","0"
"1344","493","3","0"
"1344","736","1","0"
"1344","1599","2","0"
"1345","3","1","0"
"1345","493","3","0"
"1345","758","1","0"
"1345","1599","2","0"
"1346","3","1","0"
"1346","493","3","0"
"1346","764","1","0"
"1346","1599","2","0"
"1347","5","7","0"
"1347","7","6","0"
"1347","9","8","0"
"1347","15","4","0"
"1347","210","22","0"
"1347","451","16","0"
"1347","453","18","0"
"1347","457","19","0"
"1347","459","20","0"
"1347","473","17","0"
"1347","480","21","0"
"1347","782","1","0"
"1347","784","2","0"
"1347","786","3","0"
"1347","788","4","0"
"1347","790","5","0"
"1347","791","1","0"
"1347","796","2","0"
"1347","799","3","0"
"1347","808","10","0"
"1347","815","5","0"
"1347","838","15","0"
"1347","1537","15","0"
"1347","1541","14","0"
"1347","2562","13","0"
"1347","4610","9","0"
"1347","4612","10","0"
"1347","4614","11","0"
"1347","4616","12","0"
"1348","4","1","0"
"1349","4","1","0"
"1350","4","1","0"
"1351","4","1","0"
"1352","4","1","0"
"1353","4","1","0"
"1354","4","1","0"
"1355","4","1","0"
"1356","4","1","0"
"1357","4","1","0"
"1358","4","1","0"
"1359","4","1","0"
"1360","4","1","0"
"1361","4","1","0"
"1362","4","1","0"
"1363","4","1","0"
"1364","4","1","0"
"1365","4","1","0"
"1366","4","1","0"
"1367","4","1","0"
"1368","4","1","0"
"1369","4","1","0"
"1370","4","1","0"
"1371","5","1","0"
"1372","4","1","0"
"1373","4","1","0"
"1374","4","1","0"
"1375","4","1","0"
"1376","4","1","0"
"1377","4","1","0"
"1378","4","1","0"
"1379","4","1","0"
"1380","4","1","0"
"1381","4","1","0"
"1382","4","1","0"
"1383","4","1","0"
"1384","4","1","0"
"1385","4","1","0"
"1386","4","1","0"
"1387","4","1","0"
"1388","4","1","0"
"1389","4","1","0"
"1390","4","1","0"
"1391","4","1","0"
"1392","4","1","0"
"1393","1","1","0"
"1394","4","1","0"
"1395","4","1","0"
"1396","1","1","0"
"1397","4","1","0"
"1398","4","1","0"
"1399","3","1","0"
"1399","5","3","0"
"1399","9","4","0"
"1399","210","6","0"
"1399","1319","2","0"
"1399","1326","5","0"
"1399","1537","5","0"
"1400","3","1","0"
"1400","5","2","0"
"1400","9","3","0"
"1400","210","5","0"
"1400","1346","4","0"
"1400","1537","4","0"
"1401","5","3","0"
"1401","7","2","0"
"1401","8","1","0"
"1401","9","4","0"
"1401","210","16","0"
"1401","451","11","0"
"1401","457","13","0"
"1401","459","14","0"
"1401","473","12","0"
"1401","480","15","0"
"1401","1352","1","0"
"1401","1354","2","0"
"1401","1356","3","0"
"1401","1358","4","0"
"1401","1363","6","0"
"1401","1382","10","0"
"1401","1537","10","0"
"1401","1541","9","0"
"1401","2562","8","0"
"1401","4610","5","0"
"1401","4612","6","0"
"1401","4616","7","0"
"1402","5","2","0"
"1402","9","3","0"
"1402","15","1","0"
"1402","210","15","0"
"1402","451","10","0"
"1402","453","12","0"
"1402","457","13","0"
"1402","459","14","0"
"1402","473","11","0"
"1402","1388","1","0"
"1402","1390","2","0"
"1402","1392","3","0"
"1402","1394","4","0"
"1402","1396","5","0"
"1402","1403","9","0"
"1402","1537","9","0"
"1402","2562","8","0"
"1402","4610","4","0"
"1402","4612","5","0"
"1402","4614","6","0"
"1402","4616","7","0"
"1403","5","1","0"
"1403","9","2","0"
"1403","210","14","0"
"1403","453","10","0"
"1403","457","11","0"
"1403","459","12","0"
"1403","473","9","0"
"1403","480","13","0"
"1403","1411","1","0"
"1403","1413","2","0"
"1403","1415","3","0"
"1403","1417","4","0"
"1403","1418","5","0"
"1403","1431","8","0"
"1403","1537","8","0"
"1403","1541","7","0"
"1403","2562","6","0"
"1403","4612","3","0"
"1403","4614","4","0"
"1403","4616","5","0"
"1404","5","1","0"
"1404","9","2","0"
"1404","210","16","0"
"1404","451","10","0"
"1404","453","12","0"
"1404","457","13","0"
"1404","459","14","0"
"1404","473","11","0"
"1404","480","15","0"
"1404","1437","1","0"
"1404","1439","2","0"
"1404","1441","3","0"
"1404","1443","4","0"
"1404","1445","5","0"
"1404","1446","6","0"
"1404","1459","9","0"
"1404","1537","9","0"
"1404","1541","8","0"
"1404","2562","7","0"
"1404","4610","3","0"
"1404","4612","4","0"
"1404","4614","5","0"
"1404","4616","6","0"
"1405","3","1","0"
"1405","5","2","0"
"1405","9","3","0"
"1405","210","5","0"
"1405","1482","4","0"
"1405","1537","4","0"
"1406","5","12","0"
"1406","9","13","0"
"1406","15","8","0"
"1406","210","24","0"
"1406","451","15","0"
"1406","453","17","0"
"1406","457","18","0"
"1406","459","19","0"
"1406","473","16","0"
"1406","480","22","0"
"1406","768","6","0"
"1406","791","20","0"
"1406","796","21","0"
"1406","815","23","0"
"1406","1491","1","0"
"1406","1493","2","0"
"1406","1495","3","0"
"1406","1497","4","0"
"1406","1499","5","0"
"1406","1500","6","0"
"1406","1505","7","0"
"1406","1508","9","0"
"1406","1515","10","0"
"1406","1523","11","0"
"1406","1537","14","0"
"1406","2562","5","0"
"1406","4610","1","0"
"1406","4612","2","0"
"1406","4614","3","0"
"1406","4616","4","0"
"1407","5","2","0"
"1407","9","3","0"
"1407","15","1","0"
"1407","210","19","0"
"1407","451","12","0"
"1407","453","14","0"
"1407","457","15","0"
"1407","459","16","0"
"1407","473","13","0"
"1407","480","17","0"
"1407","493","18","0"
"1407","1537","11","0"
"1407","1541","10","0"
"1407","1577","1","0"
"1407","1579","2","0"
"1407","1581","3","0"
"1407","1583","4","0"
"1407","1585","5","0"
"1407","1586","7","0"
"1407","1599","4","0"
"1407","1600","11","0"
"1407","2562","9","0"
"1407","4610","5","0"
"1407","4612","6","0"
"1407","4614","7","0"
"1407","4616","8","0"
"1408","459","2","0"
"1408","1613","1","0"
"1408","2562","1","0"
"1409","5","1","0"
"1409","7","5","0"
"1409","9","2","0"
"1409","10","3","0"
"1409","210","11","0"
"1409","459","9","0"
"1409","480","10","0"
"1409","1537","8","0"
"1409","1541","7","0"
"1409","1630","1","0"
"1409","1640","5","0"
"1409","1647","4","0"
"1409","1661","8","0"
"1409","2562","6","0"
"1410","459","2","0"
"1410","1671","1","0"
"1410","2562","1","0"
"1411","459","2","0"
"1411","1683","1","0"
"1411","2562","1","0"
"1412","1697","1","0"
"1412","3584","1","0"
"1413","459","2","0"
"1413","1710","1","0"
"1413","2562","1","0"
"1414","459","2","0"
"1414","1722","1","0"
"1414","2562","1","0"
"1415","402","12","0"
"1415","451","7","0"
"1415","453","9","0"
"1415","457","10","0"
"1415","459","11","0"
"1415","473","8","0"
"1415","768","6","0"
"1415","1746","1","0"
"1415","1748","2","0"
"1415","1750","3","0"
"1415","1752","4","0"
"1415","1754","5","0"
"1415","1755","6","0"
"1415","2562","5","0"
"1415","4610","1","0"
"1415","4612","2","0"
"1415","4614","3","0"
"1415","4616","4","0"
"1416","1","1","0"
"1416","402","3","0"
"1416","768","2","0"
"1416","1780","2","0"
"1417","1","1","0"
"1417","402","3","0"
"1417","768","2","0"
"1417","1796","2","0"
"1418","1","1","0"
"1418","402","3","0"
"1418","768","2","0"
"1418","1821","2","0"
"1419","5","1","0"
"1419","402","3","0"
"1419","768","2","0"
"1419","1835","2","0"
"1420","402","12","0"
"1420","451","7","0"
"1420","453","9","0"
"1420","457","10","0"
"1420","459","11","0"
"1420","473","8","0"
"1420","768","6","0"
"1420","1848","1","0"
"1420","1850","2","0"
"1420","1852","3","0"
"1420","1854","4","0"
"1420","1856","5","0"
"1420","1857","6","0"
"1420","2562","5","0"
"1420","4610","1","0"
"1420","4612","2","0"
"1420","4614","3","0"
"1420","4616","4","0"
"1421","5","2","0"
"1421","9","3","0"
"1421","210","19","0"
"1421","451","12","0"
"1421","453","13","0"
"1421","457","14","0"
"1421","459","15","0"
"1421","480","18","0"
"1421","791","4","0"
"1421","796","5","0"
"1421","1537","11","0"
"1421","1541","10","0"
"1421","1870","1","0"
"1421","1872","2","0"
"1421","1874","3","0"
"1421","1876","4","0"
"1421","1877","5","0"
"1421","1882","6","0"
"1421","1885","1","0"
"1421","1890","8","0"
"1421","1903","11","0"
"1421","2562","9","0"
"1421","4610","6","0"
"1421","4614","7","0"
"1421","4616","8","0"
"1422","210","16","0"
